example_index,key,video_id,question,choices,task,correct_choice,pred112,pred224,acc112,acc224,gold_label,gate_column,gate_threshold,low_confidence_when,gate_fs,challenger_fs,default_gate_value,default_low_confidence,default_challenger_agree,fs224_gate_value,fs224_low_confidence,fs112_fs224_agree,verifier,decision,pred_label,verifier_choice,verifier_confidence,verifier_reason,min_fs112_verifier_confidence,fs112_confidence_fallback,fs112_confidence_fallback_reason,parse_error,default_fs,routed_fs,routed_acc,selective_oracle_fs,selective_oracle_acc,full_oracle_acc,source_112,source_224,raw_response,_routed_row_index,latency_case,latency_sample_index,case_full_count,case_full_ratio,case_sample_count,full_total_count,sample_seed
360,"{""choices"": ""[\""At the beach\"", \""In the kitchen\"", \""In the dormitory\"", \""In the forest\""]"", ""correct_choice"": ""C"", ""question"": ""Where is the person with the number 9615 on their chest being interviewed in the video?"", ""video_id"": ""TZ0j6kr4ZJ0""}",TZ0j6kr4ZJ0,Where is the person with the number 9615 on their chest being interviewed in the video?,"[""At the beach"", ""In the kitchen"", ""In the dormitory"", ""In the forest""]",event understanding,C,A,A,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.6712571233510971,False,True,0.6712571233510971,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,360,case1_high_confidence,10,404,0.5466847091,30,739,2026
733,"{""choices"": ""[\""Black\"", \""Dark blue\"", \""Red\"", \""Yellow\""]"", ""correct_choice"": ""B"", ""question"": ""What color is the device that Mark Wong wears to monitor his health?"", ""video_id"": ""xi6r3hZe5Tg""}",xi6r3hZe5Tg,What color is the device that Mark Wong wears to monitor his health?,"[""Black"", ""Dark blue"", ""Red"", ""Yellow""]",entity recognition,B,B,B,1.0,1.0,tie,prob_margin,0.3,lt,224,112,0.6983382403850555,False,True,0.6983382403850555,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,733,case1_high_confidence,11,404,0.5466847091,30,739,2026
515,"{""choices"": ""[\""Attention Hotspring\"", \""Attention Volcano\"", \""Danger Volcano\"", \""Danger Hotspring\""]"", ""correct_choice"": ""D"", ""question"": ""What are the words on the warning sign the vlogger first notices?"", ""video_id"": ""hROKtPqktO8""}",hROKtPqktO8,What are the words on the warning sign the vlogger first notices?,"[""Attention Hotspring"", ""Attention Volcano"", ""Danger Volcano"", ""Danger Hotspring""]",key information retrieval,D,D,D,1.0,1.0,tie,prob_margin,0.3,lt,224,112,0.8438747115433216,False,True,0.8438747115433216,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,515,case1_high_confidence,12,404,0.5466847091,30,739,2026
484,"{""choices"": ""[\""The chef of the Captain's table\"", \""The founder of Mongu Beach Fish Market\"", \""The food expert who makes the video\"", \""The chef of the Frankie Gone Bananas\""]"", ""correct_choice"": ""A"", ""question"": ""Who is Shay?"", ""video_id"": ""evYm0cELO3I""}",evYm0cELO3I,Who is Shay?,"[""The chef of the Captain's table"", ""The founder of Mongu Beach Fish Market"", ""The food expert who makes the video"", ""The chef of the Frankie Gone Bananas""]",entity recognition,A,B,D,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.4760175198316574,False,False,0.4760175198316574,False,False,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,484,case1_high_confidence,13,404,0.5466847091,30,739,2026
682,"{""choices"": ""[\""Amber and Nymeria's show time\"", \""Aron and Buddy's show time\"", \""Adrian Stoica and Hurricane's show time\"", \""Heather and Bogart's show time\""]"", ""correct_choice"": ""A"", ""question"": ""Who is the woman wearing a tall hat, dressed head to toe in black, holding a magician stick, and the dog wearing black clothes with a silver star?"", ""video_id"": ""vZV2WCKMsKs""}",vZV2WCKMsKs,"Who is the woman wearing a tall hat, dressed head to toe in black, holding a magician stick, and the dog wearing black clothes with a silver star?","[""Amber and Nymeria's show time"", ""Aron and Buddy's show time"", ""Adrian Stoica and Hurricane's show time"", ""Heather and Bogart's show time""]",entity recognition,A,D,A,0.0,1.0,route_224,prob_margin,0.3,lt,224,112,0.9510546457022429,False,False,0.9510546457022429,False,False,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,682,case1_high_confidence,14,404,0.5466847091,30,739,2026
728,"{""choices"": ""[\""Taxi\"", \""Subway\"", \""Train\"", \""Bus\""]"", ""correct_choice"": ""B"", ""question"": ""What means of transportation do the vloggers take after getting off the high-speed train?"", ""video_id"": ""wgBlACG927Y""}",wgBlACG927Y,What means of transportation do the vloggers take after getting off the high-speed train?,"[""Taxi"", ""Subway"", ""Train"", ""Bus""]","entity recognition, event understanding",B,B,B,1.0,1.0,tie,prob_margin,0.3,lt,224,112,0.8037378564476967,False,True,0.8037378564476967,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,728,case1_high_confidence,15,404,0.5466847091,30,739,2026
723,"{""choices"": ""[\""14\"", \""10\"", \""8\"", \""12\""]"", ""correct_choice"": ""B"", ""question"": ""How many pieces are in the purple roll dish the vloggers shoot at the dinner?"", ""video_id"": ""wgBlACG927Y""}",wgBlACG927Y,How many pieces are in the purple roll dish the vloggers shoot at the dinner?,"[""14"", ""10"", ""8"", ""12""]",entity recognition,B,D,D,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.3689754754304886,False,True,0.3689754754304886,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,723,case1_high_confidence,16,404,0.5466847091,30,739,2026
418,"{""choices"": ""[\""No\"", \""Yes, only once\"", \""Yes, all the time\"", \""Yes, most of the time\""]"", ""correct_choice"": ""B"", ""question"": ""Does the protagonist wear a pair of glasses in the video?"", ""video_id"": ""Za2Z_JRxCuk""}",Za2Z_JRxCuk,Does the protagonist wear a pair of glasses in the video?,"[""No"", ""Yes, only once"", ""Yes, all the time"", ""Yes, most of the time""]","reasoning, entity recognition",B,A,A,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.7300004661083221,False,True,0.7300004661083221,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,418,case1_high_confidence,17,404,0.5466847091,30,739,2026
704,"{""choices"": ""[\""10\"", \""1\"", \""5\"", \""2\""]"", ""correct_choice"": ""C"", ""question"": ""How many different outfits has the American man worn in total in the video?"", ""video_id"": ""wNCPgIVz15c""}",wNCPgIVz15c,How many different outfits has the American man worn in total in the video?,"[""10"", ""1"", ""5"", ""2""]",entity recognition,C,C,D,1.0,0.0,route_112,prob_margin,0.3,lt,224,112,0.406793937087059,False,False,0.406793937087059,False,False,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,704,case1_high_confidence,18,404,0.5466847091,30,739,2026
726,"{""choices"": ""[\""Hawk\"", \""Panda\"", \""Tiger\"", \""Lion\""]"", ""correct_choice"": ""B"", ""question"": ""What animal statue is under the Dong Men Ding Food Street sign?"", ""video_id"": ""wgBlACG927Y""}",wgBlACG927Y,What animal statue is under the Dong Men Ding Food Street sign?,"[""Hawk"", ""Panda"", ""Tiger"", ""Lion""]","entity recognition, key information retrieval",B,B,B,1.0,1.0,tie,prob_margin,0.3,lt,224,112,0.9547590184956789,False,True,0.9547590184956789,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,726,case1_high_confidence,19,404,0.5466847091,30,739,2026
524,"{""choices"": ""[\""Biscuits\"", \""Liquor\"", \""Cups\"", \""Chocolates\""]"", ""correct_choice"": ""A"", ""question"": ""What is in the top shelf of cabinet that the vlogger opens right after he checks the cooler for the first time?"", ""video_id"": ""iA_69g87Ilw""}",iA_69g87Ilw,What is in the top shelf of cabinet that the vlogger opens right after he checks the cooler for the first time?,"[""Biscuits"", ""Liquor"", ""Cups"", ""Chocolates""]","entity recognition, key information retrieval",A,B,B,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.535226047039032,False,True,0.535226047039032,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,524,case1_high_confidence,20,404,0.5466847091,30,739,2026
372,"{""choices"": ""[\""Mantis\"", \""Scorpion\"", \""Spider\"", \""Cockroach\""]"", ""correct_choice"": ""B"", ""question"": ""___ is an insect appears in the video."", ""video_id"": ""TiQBTesZUJQ""}",TiQBTesZUJQ,___ is an insect appears in the video.,"[""Mantis"", ""Scorpion"", ""Spider"", ""Cockroach""]",entity recognition,B,A,A,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.9894536349456757,False,True,0.9894536349456757,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,372,case1_high_confidence,21,404,0.5466847091,30,739,2026
216,"{""choices"": ""[\""From hopeful to seasick\"", \""From excited to disappointed\"", \""From relaxed to anxious\"", \""From curious to bored\""]"", ""correct_choice"": ""A"", ""question"": ""How does the male host feel on the ship?"", ""video_id"": ""KktLi3UifPY""}",KktLi3UifPY,How does the male host feel on the ship?,"[""From hopeful to seasick"", ""From excited to disappointed"", ""From relaxed to anxious"", ""From curious to bored""]",reasoning,A,A,A,1.0,1.0,tie,prob_margin,0.3,lt,224,112,0.6043694019317627,False,True,0.6043694019317627,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,216,case1_high_confidence,22,404,0.5466847091,30,739,2026
4,"{""choices"": ""[\""Headphones\"", \""Earrings\"", \""Glasses\"", \""Hearing aid\""]"", ""correct_choice"": ""B"", ""question"": ""What does the last present wear?"", ""video_id"": ""-WnyRMZqV1U""}",-WnyRMZqV1U,What does the last present wear?,"[""Headphones"", ""Earrings"", ""Glasses"", ""Hearing aid""]","entity recognition, event understanding",B,C,C,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.7148730158805847,False,True,0.7148730158805847,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,4,case1_high_confidence,23,404,0.5466847091,30,739,2026
547,"{""choices"": ""[\""ECONOMY\"", \""COLLAPSE\"", \""BASKETBALL\"", \""EARTHQUAKE\""]"", ""correct_choice"": ""D"", ""question"": ""What are the white words on the screen that change to Economy?"", ""video_id"": ""moALQl818ZY""}",moALQl818ZY,What are the white words on the screen that change to Economy?,"[""ECONOMY"", ""COLLAPSE"", ""BASKETBALL"", ""EARTHQUAKE""]",key information retrieval,D,A,A,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.8321327790617943,False,True,0.8321327790617943,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,547,case1_high_confidence,24,404,0.5466847091,30,739,2026
68,"{""choices"": ""[\""Broccoli\"", \""Fries\"", \""Meat\"", \""Hamburger\""]"", ""correct_choice"": ""A"", ""question"": ""When the action of scooping out fried food appears for the first time, what kind of food is scooped out?"", ""video_id"": ""3_upA09AntU""}",3_upA09AntU,"When the action of scooping out fried food appears for the first time, what kind of food is scooped out?","[""Broccoli"", ""Fries"", ""Meat"", ""Hamburger""]",event understanding,A,B,B,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.34299397468566895,False,True,0.34299397468566895,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,68,case1_high_confidence,25,404,0.5466847091,30,739,2026
102,"{""choices"": ""[\""Group photo of winners\"", \""Winners leave\"", \""The host left\"", \""Shake hands with the winners\""]"", ""correct_choice"": ""D"", ""question"": ""What happened on the stage after the royal family left?"", ""video_id"": ""8QdE--Y-x7U""}",8QdE--Y-x7U,What happened on the stage after the royal family left?,"[""Group photo of winners"", ""Winners leave"", ""The host left"", ""Shake hands with the winners""]",event understanding,D,A,A,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.8954508565366268,False,True,0.8954508565366268,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,102,case1_high_confidence,26,404,0.5466847091,30,739,2026
249,"{""choices"": ""[\""BETH\"", \""ABBY\"", \""PUAL\"", \""VIC\""]"", ""correct_choice"": ""D"", ""question"": ""After Andy's personal information and introduction, which person is next in the picture?"", ""video_id"": ""NzCO0G8AGLU""}",NzCO0G8AGLU,"After Andy's personal information and introduction, which person is next in the picture?","[""BETH"", ""ABBY"", ""PUAL"", ""VIC""]",event understanding,D,A,C,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.4314253628253937,False,False,0.4314253628253937,False,False,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,249,case1_high_confidence,27,404,0.5466847091,30,739,2026
91,"{""choices"": ""[\""Nobel Prize in Physics Winners Are Two Men\"", \""Nobel Prize in Physics Winners Are Three Men\"", \""The Nobel Prize in Physics has been won by one woman and two men\"", \""Nobel Prize in Physics winners are three women\""]"", ""correct_choice"": ""B"", ""question"": ""What is the gender of the Nobel Prize winners in physics?"", ""video_id"": ""8NHmfpkxTSw""}",8NHmfpkxTSw,What is the gender of the Nobel Prize winners in physics?,"[""Nobel Prize in Physics Winners Are Two Men"", ""Nobel Prize in Physics Winners Are Three Men"", ""The Nobel Prize in Physics has been won by one woman and two men"", ""Nobel Prize in Physics winners are three women""]",entity recognition,B,C,C,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.7659108936786652,False,True,0.7659108936786652,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,91,case1_high_confidence,28,404,0.5466847091,30,739,2026
