example_index,key,video_id,question,choices,task,correct_choice,pred112,pred224,acc112,acc224,gold_label,gate_column,gate_threshold,low_confidence_when,gate_fs,challenger_fs,default_gate_value,default_low_confidence,default_challenger_agree,fs224_gate_value,fs224_low_confidence,fs112_fs224_agree,verifier,decision,pred_label,verifier_choice,verifier_confidence,verifier_reason,min_fs112_verifier_confidence,fs112_confidence_fallback,fs112_confidence_fallback_reason,parse_error,default_fs,routed_fs,routed_acc,selective_oracle_fs,selective_oracle_acc,full_oracle_acc,source_112,source_224,raw_response,_routed_row_index,latency_case,latency_sample_index,case_full_count,case_full_ratio,case_sample_count,full_total_count,sample_seed,sample_uid,fs224_mean_ms,fs224_median_ms,fs224_p90_ms,fs224_std_ms,fs224_repeats_ms,fs224_error,fs224_cache_build_ms_for_video,fs112_mean_ms,fs112_median_ms,fs112_p90_ms,fs112_std_ms,fs112_repeats_ms,fs112_error,fs112_cache_build_ms_for_video,verifier_mean_ms,verifier_median_ms,verifier_p90_ms,verifier_std_ms,verifier_repeats_ms,verifier_error
360,"{""choices"": ""[\""At the beach\"", \""In the kitchen\"", \""In the dormitory\"", \""In the forest\""]"", ""correct_choice"": ""C"", ""question"": ""Where is the person with the number 9615 on their chest being interviewed in the video?"", ""video_id"": ""TZ0j6kr4ZJ0""}",TZ0j6kr4ZJ0,Where is the person with the number 9615 on their chest being interviewed in the video?,"[""At the beach"", ""In the kitchen"", ""In the dormitory"", ""In the forest""]",event understanding,C,A,A,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.6712571233510971,False,True,0.6712571233510971,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,360,case1_high_confidence,10,404,0.5466847091,30,739,2026,case1_high_confidence_10,160.94229633336,160.6818600000679,160.6818600000679,0.49055111061769313,"[160.6818600000679, 161.62937200010674, 160.51565699990533]",,37101.371897000034,,,,,,,,,,,,,
733,"{""choices"": ""[\""Black\"", \""Dark blue\"", \""Red\"", \""Yellow\""]"", ""correct_choice"": ""B"", ""question"": ""What color is the device that Mark Wong wears to monitor his health?"", ""video_id"": ""xi6r3hZe5Tg""}",xi6r3hZe5Tg,What color is the device that Mark Wong wears to monitor his health?,"[""Black"", ""Dark blue"", ""Red"", ""Yellow""]",entity recognition,B,B,B,1.0,1.0,tie,prob_margin,0.3,lt,224,112,0.6983382403850555,False,True,0.6983382403850555,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,733,case1_high_confidence,11,404,0.5466847091,30,739,2026,case1_high_confidence_11,162.74391233332608,160.871041000064,160.871041000064,2.8100462872315477,"[166.71577300007812, 160.871041000064, 160.64492299983613]",,38238.32338400007,,,,,,,,,,,,,
515,"{""choices"": ""[\""Attention Hotspring\"", \""Attention Volcano\"", \""Danger Volcano\"", \""Danger Hotspring\""]"", ""correct_choice"": ""D"", ""question"": ""What are the words on the warning sign the vlogger first notices?"", ""video_id"": ""hROKtPqktO8""}",hROKtPqktO8,What are the words on the warning sign the vlogger first notices?,"[""Attention Hotspring"", ""Attention Volcano"", ""Danger Volcano"", ""Danger Hotspring""]",key information retrieval,D,D,D,1.0,1.0,tie,prob_margin,0.3,lt,224,112,0.8438747115433216,False,True,0.8438747115433216,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,515,case1_high_confidence,12,404,0.5466847091,30,739,2026,case1_high_confidence_12,154.85600566663985,155.05890199983696,155.05890199983696,0.5842214787833941,"[155.05890199983696, 155.44816900001024, 154.06094600007236]",,35665.8195120001,,,,,,,,,,,,,
484,"{""choices"": ""[\""The chef of the Captain's table\"", \""The founder of Mongu Beach Fish Market\"", \""The food expert who makes the video\"", \""The chef of the Frankie Gone Bananas\""]"", ""correct_choice"": ""A"", ""question"": ""Who is Shay?"", ""video_id"": ""evYm0cELO3I""}",evYm0cELO3I,Who is Shay?,"[""The chef of the Captain's table"", ""The founder of Mongu Beach Fish Market"", ""The food expert who makes the video"", ""The chef of the Frankie Gone Bananas""]",entity recognition,A,B,D,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.4760175198316574,False,False,0.4760175198316574,False,False,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,484,case1_high_confidence,13,404,0.5466847091,30,739,2026,case1_high_confidence_13,154.18216233335139,154.1553740000836,154.1553740000836,0.2817991799179232,"[154.1553740000836, 153.8512049999099, 154.53990800006068]",,75682.70909900003,,,,,,,,,,,,,
682,"{""choices"": ""[\""Amber and Nymeria's show time\"", \""Aron and Buddy's show time\"", \""Adrian Stoica and Hurricane's show time\"", \""Heather and Bogart's show time\""]"", ""correct_choice"": ""A"", ""question"": ""Who is the woman wearing a tall hat, dressed head to toe in black, holding a magician stick, and the dog wearing black clothes with a silver star?"", ""video_id"": ""vZV2WCKMsKs""}",vZV2WCKMsKs,"Who is the woman wearing a tall hat, dressed head to toe in black, holding a magician stick, and the dog wearing black clothes with a silver star?","[""Amber and Nymeria's show time"", ""Aron and Buddy's show time"", ""Adrian Stoica and Hurricane's show time"", ""Heather and Bogart's show time""]",entity recognition,A,D,A,0.0,1.0,route_224,prob_margin,0.3,lt,224,112,0.9510546457022429,False,False,0.9510546457022429,False,False,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,682,case1_high_confidence,14,404,0.5466847091,30,739,2026,case1_high_confidence_14,155.16759899999974,156.2433770000098,156.2433770000098,2.5444853912052143,"[151.65588500008198, 156.2433770000098, 157.60353499990742]",,78464.5017800001,,,,,,,,,,,,,
728,"{""choices"": ""[\""Taxi\"", \""Subway\"", \""Train\"", \""Bus\""]"", ""correct_choice"": ""B"", ""question"": ""What means of transportation do the vloggers take after getting off the high-speed train?"", ""video_id"": ""wgBlACG927Y""}",wgBlACG927Y,What means of transportation do the vloggers take after getting off the high-speed train?,"[""Taxi"", ""Subway"", ""Train"", ""Bus""]","entity recognition, event understanding",B,B,B,1.0,1.0,tie,prob_margin,0.3,lt,224,112,0.8037378564476967,False,True,0.8037378564476967,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,728,case1_high_confidence,15,404,0.5466847091,30,739,2026,case1_high_confidence_15,155.86533100008637,155.9856190001483,155.9856190001483,0.5723863181112153,"[155.9856190001483, 155.11194300006537, 156.49843100004546]",,33044.97727500006,,,,,,,,,,,,,
723,"{""choices"": ""[\""14\"", \""10\"", \""8\"", \""12\""]"", ""correct_choice"": ""B"", ""question"": ""How many pieces are in the purple roll dish the vloggers shoot at the dinner?"", ""video_id"": ""wgBlACG927Y""}",wgBlACG927Y,How many pieces are in the purple roll dish the vloggers shoot at the dinner?,"[""14"", ""10"", ""8"", ""12""]",entity recognition,B,D,D,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.3689754754304886,False,True,0.3689754754304886,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,723,case1_high_confidence,16,404,0.5466847091,30,739,2026,case1_high_confidence_16,155.41010400011146,155.77953700017133,155.77953700017133,0.6754626451741046,"[154.46248900002502, 155.98828600013803, 155.77953700017133]",,33044.97727500006,,,,,,,,,,,,,
418,"{""choices"": ""[\""No\"", \""Yes, only once\"", \""Yes, all the time\"", \""Yes, most of the time\""]"", ""correct_choice"": ""B"", ""question"": ""Does the protagonist wear a pair of glasses in the video?"", ""video_id"": ""Za2Z_JRxCuk""}",Za2Z_JRxCuk,Does the protagonist wear a pair of glasses in the video?,"[""No"", ""Yes, only once"", ""Yes, all the time"", ""Yes, most of the time""]","reasoning, entity recognition",B,A,A,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.7300004661083221,False,True,0.7300004661083221,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,418,case1_high_confidence,17,404,0.5466847091,30,739,2026,case1_high_confidence_17,155.20383933331536,155.3200820000029,155.3200820000029,1.2346943629367384,"[155.3200820000029, 153.63688699994782, 156.6545489999953]",,29689.215131000026,,,,,,,,,,,,,
704,"{""choices"": ""[\""10\"", \""1\"", \""5\"", \""2\""]"", ""correct_choice"": ""C"", ""question"": ""How many different outfits has the American man worn in total in the video?"", ""video_id"": ""wNCPgIVz15c""}",wNCPgIVz15c,How many different outfits has the American man worn in total in the video?,"[""10"", ""1"", ""5"", ""2""]",entity recognition,C,C,D,1.0,0.0,route_112,prob_margin,0.3,lt,224,112,0.406793937087059,False,False,0.406793937087059,False,False,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,704,case1_high_confidence,18,404,0.5466847091,30,739,2026,case1_high_confidence_18,160.98235166668928,161.4456689999315,161.4456689999315,0.9489713860771671,"[161.84148299998924, 161.4456689999315, 159.6599030001471]",,72151.70871400005,,,,,,,,,,,,,
726,"{""choices"": ""[\""Hawk\"", \""Panda\"", \""Tiger\"", \""Lion\""]"", ""correct_choice"": ""B"", ""question"": ""What animal statue is under the Dong Men Ding Food Street sign?"", ""video_id"": ""wgBlACG927Y""}",wgBlACG927Y,What animal statue is under the Dong Men Ding Food Street sign?,"[""Hawk"", ""Panda"", ""Tiger"", ""Lion""]","entity recognition, key information retrieval",B,B,B,1.0,1.0,tie,prob_margin,0.3,lt,224,112,0.9547590184956789,False,True,0.9547590184956789,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,726,case1_high_confidence,19,404,0.5466847091,30,739,2026,case1_high_confidence_19,154.3522726666803,154.2540860000372,154.2540860000372,0.458519221666943,"[154.2540860000372, 153.84627200000978, 154.95645999999397]",,33044.97727500006,,,,,,,,,,,,,
524,"{""choices"": ""[\""Biscuits\"", \""Liquor\"", \""Cups\"", \""Chocolates\""]"", ""correct_choice"": ""A"", ""question"": ""What is in the top shelf of cabinet that the vlogger opens right after he checks the cooler for the first time?"", ""video_id"": ""iA_69g87Ilw""}",iA_69g87Ilw,What is in the top shelf of cabinet that the vlogger opens right after he checks the cooler for the first time?,"[""Biscuits"", ""Liquor"", ""Cups"", ""Chocolates""]","entity recognition, key information retrieval",A,B,B,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.535226047039032,False,True,0.535226047039032,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,524,case1_high_confidence,20,404,0.5466847091,30,739,2026,case1_high_confidence_20,156.61758033335596,156.6912200000843,156.6912200000843,0.2897749915827613,"[156.6912200000843, 156.23163700001896, 156.92988399996466]",,26125.06669200002,,,,,,,,,,,,,
372,"{""choices"": ""[\""Mantis\"", \""Scorpion\"", \""Spider\"", \""Cockroach\""]"", ""correct_choice"": ""B"", ""question"": ""___ is an insect appears in the video."", ""video_id"": ""TiQBTesZUJQ""}",TiQBTesZUJQ,___ is an insect appears in the video.,"[""Mantis"", ""Scorpion"", ""Spider"", ""Cockroach""]",entity recognition,B,A,A,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.9894536349456757,False,True,0.9894536349456757,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,372,case1_high_confidence,21,404,0.5466847091,30,739,2026,case1_high_confidence_21,156.24066199992134,156.3023419998899,156.3023419998899,0.7564369004431326,"[157.13472299989917, 155.28492099997493, 156.3023419998899]",,44457.61682600005,,,,,,,,,,,,,
216,"{""choices"": ""[\""From hopeful to seasick\"", \""From excited to disappointed\"", \""From relaxed to anxious\"", \""From curious to bored\""]"", ""correct_choice"": ""A"", ""question"": ""How does the male host feel on the ship?"", ""video_id"": ""KktLi3UifPY""}",KktLi3UifPY,How does the male host feel on the ship?,"[""From hopeful to seasick"", ""From excited to disappointed"", ""From relaxed to anxious"", ""From curious to bored""]",reasoning,A,A,A,1.0,1.0,tie,prob_margin,0.3,lt,224,112,0.6043694019317627,False,True,0.6043694019317627,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,216,case1_high_confidence,22,404,0.5466847091,30,739,2026,case1_high_confidence_22,153.50178333324038,153.44030699998257,153.44030699998257,0.16548125198404418,"[153.33696699985921, 153.44030699998257, 153.72807599987937]",,84595.17226000002,,,,,,,,,,,,,
