example_index,input_mode,model,video_id,question,choices,correct_choice,key,acc112,acc224,gold_label,raw_pred_label,pred_label,confidence,reason,parse_error,default_fs,routed_fs,routed_acc,source_112,source_224,raw_response
16,question,gpt-5.4-mini,1_plotQA/en_tv_10,What is the woman in the plaid shirt watching inside the house?,"[""Book"", ""Surveillance video"", ""Movie"", ""Newspaper""]",B,"{""choices"": ""[\""Book\"", \""Surveillance video\"", \""Movie\"", \""Newspaper\""]"", ""correct_choice"": ""B"", ""question"": ""What is the woman in the plaid shirt watching inside the house?"", ""video_id"": ""1_plotQA/en_tv_10""}",1.0,1.0,tie,route_224,route_224,0.78,"The question asks about a specific person and what she is watching inside the house, which likely needs finer visual detail and object identification.",,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.78,""reason"":""The question asks about a specific person and what she is watching inside the house, which likely needs finer visual detail and object identification.""}"
17,question,gpt-5.4-mini,1_plotQA/en_tv_11,Why are the woman in blue clothing and the man with a scar on his face surrounded by armed personnel?,"[""Because they had a fight"", ""Because they killed someone"", ""Because they triggered the alarm device"", ""Because they robbed""]",C,"{""choices"": ""[\""Because they had a fight\"", \""Because they killed someone\"", \""Because they triggered the alarm device\"", \""Because they robbed\""]"", ""correct_choice"": ""C"", ""question"": ""Why are the woman in blue clothing and the man with a scar on his face surrounded by armed personnel?"", ""video_id"": ""1_plotQA/en_tv_11""}",1.0,1.0,tie,route_112,route_112,0.84,"The question asks about an event/context explanation involving people being surrounded, which likely depends on broader temporal and situational context rather than fine visual detail.",,224,112,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.84,""reason"":""The question asks about an event/context explanation involving people being surrounded, which likely depends on broader temporal and situational context rather than fine visual detail.""}"
18,question,gpt-5.4-mini,1_plotQA/en_tv_11,Why does the woman in blue clothing want to enter the house?,"[""To eat"", ""To sleep"", ""To play games"", ""To operate the computer device in the house""]",D,"{""choices"": ""[\""To eat\"", \""To sleep\"", \""To play games\"", \""To operate the computer device in the house\""]"", ""correct_choice"": ""D"", ""question"": ""Why does the woman in blue clothing want to enter the house?"", ""video_id"": ""1_plotQA/en_tv_11""}",1.0,1.0,tie,route_112,route_112,0.86,"The question asks about the woman’s intent/motivation, which likely depends on event context and temporal sequence rather than fine visual detail.",,224,112,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.86,""reason"":""The question asks about the woman’s intent/motivation, which likely depends on event context and temporal sequence rather than fine visual detail.""}"
19,question,gpt-5.4-mini,1_plotQA/en_tv_11,Why does the woman in leather clothing want to attract attention?,"[""To complete a mission"", ""For fun"", ""To help another woman sneak into the house"", ""Unintentionally""]",C,"{""choices"": ""[\""To complete a mission\"", \""For fun\"", \""To help another woman sneak into the house\"", \""Unintentionally\""]"", ""correct_choice"": ""C"", ""question"": ""Why does the woman in leather clothing want to attract attention?"", ""video_id"": ""1_plotQA/en_tv_11""}",1.0,1.0,tie,route_112,route_112,0.74,"The question asks about intent/motivation, which likely depends on broader scene context and actions over time rather than fine visual detail.",,224,112,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.74,""reason"":""The question asks about intent/motivation, which likely depends on broader scene context and actions over time rather than fine visual detail.""}"
20,question,gpt-5.4-mini,1_plotQA/en_tv_12,What unexpected situation occurred at the rock climbing site?,"[""A sudden storm came"", ""The facilities of the rock climbing site had a technical fault"", ""The child fell off the rock"", ""The child started climbing alone""]",D,"{""choices"": ""[\""A sudden storm came\"", \""The facilities of the rock climbing site had a technical fault\"", \""The child fell off the rock\"", \""The child started climbing alone\""]"", ""correct_choice"": ""D"", ""question"": ""What unexpected situation occurred at the rock climbing site?"", ""video_id"": ""1_plotQA/en_tv_12""}",0.0,0.0,tie,route_112,route_112,0.86,"Asks about an event/situation at the site, likely needing temporal context and overall scene understanding rather than fine visual detail.",,224,112,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.86,""reason"":""Asks about an event/situation at the site, likely needing temporal context and overall scene understanding rather than fine visual detail.""}"
21,question,gpt-5.4-mini,1_plotQA/en_tv_12,Who ran into the smoke-filled room and carried the girl out?,"[""Firefighter"", ""Police"", ""Passerby"", ""Teacher""]",A,"{""choices"": ""[\""Firefighter\"", \""Police\"", \""Passerby\"", \""Teacher\""]"", ""correct_choice"": ""A"", ""question"": ""Who ran into the smoke-filled room and carried the girl out?"", ""video_id"": ""1_plotQA/en_tv_12""}",1.0,1.0,tie,route_112,route_112,0.91,Requires understanding event sequence and identifying who performed the rescue action.,,224,112,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.91,""reason"":""Requires understanding event sequence and identifying who performed the rescue action.""}"
22,question,gpt-5.4-mini,1_plotQA/en_tv_12,Why did the old man stop doing push-ups?,"[""He was preparing to do something else"", ""A man interrupted him"", ""A woman in purple interrupted him"", ""He felt physically exhausted""]",C,"{""choices"": ""[\""He was preparing to do something else\"", \""A man interrupted him\"", \""A woman in purple interrupted him\"", \""He felt physically exhausted\""]"", ""correct_choice"": ""C"", ""question"": ""Why did the old man stop doing push-ups?"", ""video_id"": ""1_plotQA/en_tv_12""}",0.0,0.0,tie,route_112,route_112,0.93,"The question asks about a cause/event in the video, likely needing temporal context and action sequence rather than fine visual detail.",,224,112,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.93,""reason"":""The question asks about a cause/event in the video, likely needing temporal context and action sequence rather than fine visual detail.""}"
23,question,gpt-5.4-mini,1_plotQA/en_tv_13,What does the man in the checkered shirt get up to bring when people are eating?,"[""Bowl"", ""Cup"", ""Plate"", ""Spoon""]",B,"{""choices"": ""[\""Bowl\"", \""Cup\"", \""Plate\"", \""Spoon\""]"", ""correct_choice"": ""B"", ""question"": ""What does the man in the checkered shirt get up to bring when people are eating?"", ""video_id"": ""1_plotQA/en_tv_13""}",0.0,0.0,tie,route_112,route_112,0.86,"The question asks about an action during a sequence of events while people are eating, so wider temporal context is more useful.",,224,112,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.86,""reason"":""The question asks about an action during a sequence of events while people are eating, so wider temporal context is more useful.""}"
24,question,gpt-5.4-mini,1_plotQA/en_tv_13,Where does the family of three finally stop after speeding on the road in their car?,"[""Park"", ""Parking lot"", ""Courtyard"", ""Square""]",B,"{""choices"": ""[\""Park\"", \""Parking lot\"", \""Courtyard\"", \""Square\""]"", ""correct_choice"": ""B"", ""question"": ""Where does the family of three finally stop after speeding on the road in their car?"", ""video_id"": ""1_plotQA/en_tv_13""}",1.0,1.0,tie,route_112,route_112,0.92,"Needs temporal/event understanding of the car trip and final stopping point, not fine visual detail.",,224,112,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.92,""reason"":""Needs temporal/event understanding of the car trip and final stopping point, not fine visual detail.""}"
25,question,gpt-5.4-mini,1_plotQA/en_tv_14,What color is the bag on the table when the man and woman are chatting in the room?,"[""Blue"", ""Yellow"", ""White"", ""Red""]",A,"{""choices"": ""[\""Blue\"", \""Yellow\"", \""White\"", \""Red\""]"", ""correct_choice"": ""A"", ""question"": ""What color is the bag on the table when the man and woman are chatting in the room?"", ""video_id"": ""1_plotQA/en_tv_14""}",1.0,1.0,tie,route_224,route_224,0.93,"Asks for the color of a specific object, which needs finer visual detail.",,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.93,""reason"":""Asks for the color of a specific object, which needs finer visual detail.""}"
26,question,gpt-5.4-mini,1_plotQA/en_tv_14,What color is the coat of the woman walking in the prison corridor?,"[""Black"", ""Yellow"", ""Red"", ""White""]",A,"{""choices"": ""[\""Black\"", \""Yellow\"", \""Red\"", \""White\""]"", ""correct_choice"": ""A"", ""question"": ""What color is the coat of the woman walking in the prison corridor?"", ""video_id"": ""1_plotQA/en_tv_14""}",1.0,1.0,tie,route_224,route_224,0.96,"Asks about a specific person's coat color, which needs fine visual detail.",,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.96,""reason"":""Asks about a specific person's coat color, which needs fine visual detail.""}"
27,question,gpt-5.4-mini,1_plotQA/en_tv_14,What color is the man's shirt when two people are chatting in the room?,"[""White"", ""Black"", ""Red"", ""Yellow""]",B,"{""choices"": ""[\""White\"", \""Black\"", \""Red\"", \""Yellow\""]"", ""correct_choice"": ""B"", ""question"": ""What color is the man's shirt when two people are chatting in the room?"", ""video_id"": ""1_plotQA/en_tv_14""}",1.0,1.0,tie,route_224,route_224,0.93,"Asks about a specific person's shirt color, which needs fine visual detail.",,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.93,""reason"":""Asks about a specific person's shirt color, which needs fine visual detail.""}"
28,question,gpt-5.4-mini,1_plotQA/en_tv_14,What is the expression of the girl when she leaves the prison?,"[""Joyful"", ""Neutral"", ""Angry"", ""Sad""]",C,"{""choices"": ""[\""Joyful\"", \""Neutral\"", \""Angry\"", \""Sad\""]"", ""correct_choice"": ""C"", ""question"": ""What is the expression of the girl when she leaves the prison?"", ""video_id"": ""1_plotQA/en_tv_14""}",0.0,0.0,tie,route_112,route_112,0.84,"This asks about a facial expression during an event, likely needing temporal context around leaving the prison rather than fine detail.",,224,112,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.84,""reason"":""This asks about a facial expression during an event, likely needing temporal context around leaving the prison rather than fine detail.""}"
29,question,gpt-5.4-mini,1_plotQA/en_tv_15,What color is the chair the man sits on in the scene where two men are chatting in the office?,"[""White"", ""Green"", ""Purple"", ""Black""]",A,"{""choices"": ""[\""White\"", \""Green\"", \""Purple\"", \""Black\""]"", ""correct_choice"": ""A"", ""question"": ""What color is the chair the man sits on in the scene where two men are chatting in the office?"", ""video_id"": ""1_plotQA/en_tv_15""}",1.0,1.0,tie,route_224,route_224,0.95,"Asks for a specific color of an object, which needs finer visual detail.",,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.95,""reason"":""Asks for a specific color of an object, which needs finer visual detail.""}"
