example_index,input_mode,model,video_id,question,choices,correct_choice,key,acc112,acc224,gold_label,raw_pred_label,pred_label,confidence,reason,parse_error,default_fs,routed_fs,routed_acc,source_112,source_224,raw_response
10,question_choices,gpt-5.4-mini,-WnyRMZqV1U,"Where does the movie directed by Gary Rydstrom, Tom Johnson and Mark Ulano take place?","[""Land"", ""Magma"", ""Ocean"", ""Space""]",D,"{""choices"": ""[\""Land\"", \""Magma\"", \""Ocean\"", \""Space\""]"", ""correct_choice"": ""D"", ""question"": ""Where does the movie directed by Gary Rydstrom, Tom Johnson and Mark Ulano take place?"", ""video_id"": ""-WnyRMZqV1U""}",0.0,0.0,tie,route_224,route_224,0.62,"The question asks about identifying a movie by directors, which may rely on specific visual details or title cues rather than long temporal context.",,112,224,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs224_lb18_rs36/1_0.csv,"{""route"":""fs224"",""confidence"":0.62,""reason"":""The question asks about identifying a movie by directors, which may rely on specific visual details or title cues rather than long temporal context.""}"
11,question_choices,gpt-5.4-mini,-WnyRMZqV1U,Who are the two people dressing as animals?,"[""They are performers"", ""They are the recipients of the award"", ""They are presenters"", ""They are troublemakers""]",C,"{""choices"": ""[\""They are performers\"", \""They are the recipients of the award\"", \""They are presenters\"", \""They are troublemakers\""]"", ""correct_choice"": ""C"", ""question"": ""Who are the two people dressing as animals?"", ""video_id"": ""-WnyRMZqV1U""}",0.0,0.0,tie,route_224,route_224,0.74,Identifying people dressed as animals likely needs finer visual detail and character recognition.,,112,224,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs224_lb18_rs36/1_0.csv,"{""route"":""fs224"",""confidence"":0.74,""reason"":""Identifying people dressed as animals likely needs finer visual detail and character recognition.""}"
12,question_choices,gpt-5.4-mini,-WnyRMZqV1U,Who is the first man in red?,"[""Kyrie Irving"", ""Brad Pitt"", ""Tom Hanks"", ""Leonardo DiCaprio""]",C,"{""choices"": ""[\""Kyrie Irving\"", \""Brad Pitt\"", \""Tom Hanks\"", \""Leonardo DiCaprio\""]"", ""correct_choice"": ""C"", ""question"": ""Who is the first man in red?"", ""video_id"": ""-WnyRMZqV1U""}",0.0,0.0,tie,route_224,route_224,0.86,Identifying a specific person by appearance/clothing likely needs finer visual detail.,,112,224,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs224_lb18_rs36/1_0.csv,"{""route"":""fs224"",""confidence"":0.86,""reason"":""Identifying a specific person by appearance/clothing likely needs finer visual detail.""}"
13,question_choices,gpt-5.4-mini,-hgaSElC3wU,"From how other cats treat the cat with the white cane, we can infer about its status?","[""There is no such thing as status for cats"", ""Its status is very high"", ""Its status is very low"", ""Its status is similar to theirs""]",B,"{""choices"": ""[\""There is no such thing as status for cats\"", \""Its status is very high\"", \""Its status is very low\"", \""Its status is similar to theirs\""]"", ""correct_choice"": ""B"", ""question"": ""From how other cats treat the cat with the white cane, we can infer about its status?"", ""video_id"": ""-hgaSElC3wU""}",1.0,1.0,tie,route_112,route_112,0.86,"Requires interpreting social interactions and inferred status over time, not fine visual detail.",,112,112,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs224_lb18_rs36/1_0.csv,"{""route"":""fs112"",""confidence"":0.86,""reason"":""Requires interpreting social interactions and inferred status over time, not fine visual detail.""}"
14,question_choices,gpt-5.4-mini,-hgaSElC3wU,How do cats communicate their thoughts?,"[""By reciting"", ""By sleeping"", ""By singing"", ""By talking""]",C,"{""choices"": ""[\""By reciting\"", \""By sleeping\"", \""By singing\"", \""By talking\""]"", ""correct_choice"": ""C"", ""question"": ""How do cats communicate their thoughts?"", ""video_id"": ""-hgaSElC3wU""}",0.0,0.0,tie,route_224,route_224,0.86,"Likely needs fine visual/audio cues about a cat’s behavior; among choices, the model may need clearer detail rather than long temporal context.",,112,224,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs224_lb18_rs36/1_0.csv,"{""route"":""fs224"",""confidence"":0.86,""reason"":""Likely needs fine visual/audio cues about a cat’s behavior; among choices, the model may need clearer detail rather than long temporal context.""}"
15,question_choices,gpt-5.4-mini,-hgaSElC3wU,What color skirts do cats holding white fans wear?,"[""Blue"", ""White"", ""Black"", ""Red""]",B,"{""choices"": ""[\""Blue\"", \""White\"", \""Black\"", \""Red\""]"", ""correct_choice"": ""B"", ""question"": ""What color skirts do cats holding white fans wear?"", ""video_id"": ""-hgaSElC3wU""}",1.0,1.0,tie,route_224,route_224,0.92,Requires fine visual detail about clothing color on cats.,,112,224,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs224_lb18_rs36/1_0.csv,"{""route"":""fs224"",""confidence"":0.92,""reason"":""Requires fine visual detail about clothing color on cats.""}"
16,question_choices,gpt-5.4-mini,-hgaSElC3wU,What is the game the two children play with the two calico cats?,"[""Over under relay"", ""Tag"", ""Duck, duck, goose"", ""Leapfrog""]",D,"{""choices"": ""[\""Over under relay\"", \""Tag\"", \""Duck, duck, goose\"", \""Leapfrog\""]"", ""correct_choice"": ""D"", ""question"": ""What is the game the two children play with the two calico cats?"", ""video_id"": ""-hgaSElC3wU""}",0.0,0.0,tie,route_112,route_112,0.86,"The question asks about an action/game over time involving children and cats, so broader temporal context is more useful than fine detail.",,112,112,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs224_lb18_rs36/1_0.csv,"{""route"":""fs112"",""confidence"":0.86,""reason"":""The question asks about an action/game over time involving children and cats, so broader temporal context is more useful than fine detail.""}"
17,question_choices,gpt-5.4-mini,-hgaSElC3wU,What is the planet hanging on the stage background?,"[""Sun"", ""Earth"", ""Moon"", ""Mars""]",C,"{""choices"": ""[\""Sun\"", \""Earth\"", \""Moon\"", \""Mars\""]"", ""correct_choice"": ""C"", ""question"": ""What is the planet hanging on the stage background?"", ""video_id"": ""-hgaSElC3wU""}",1.0,1.0,tie,route_224,route_224,0.93,Requires identifying a specific visual detail on the stage background.,,112,224,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs224_lb18_rs36/1_0.csv,"{""route"":""fs224"",""confidence"":0.93,""reason"":""Requires identifying a specific visual detail on the stage background.""}"
18,question_choices,gpt-5.4-mini,-hgaSElC3wU,What kind of hat does the little boy wear?,"[""Cowboy hat"", ""Beret"", ""Baseball cap"", ""Top hat""]",B,"{""choices"": ""[\""Cowboy hat\"", \""Beret\"", \""Baseball cap\"", \""Top hat\""]"", ""correct_choice"": ""B"", ""question"": ""What kind of hat does the little boy wear?"", ""video_id"": ""-hgaSElC3wU""}",0.0,0.0,tie,route_224,route_224,0.96,"The question asks about a fine visual detail of a person's clothing/accessory, so higher spatial resolution is preferable.",,112,224,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs224_lb18_rs36/1_0.csv,"{""route"":""fs224"",""confidence"":0.96,""reason"":""The question asks about a fine visual detail of a person's clothing/accessory, so higher spatial resolution is preferable.""}"
19,question_choices,gpt-5.4-mini,-hgaSElC3wU,What letter is on the black board placed on the second floor of the background?,"[""Matches"", ""Poker"", ""Fire"", ""Stop""]",A,"{""choices"": ""[\""Matches\"", \""Poker\"", \""Fire\"", \""Stop\""]"", ""correct_choice"": ""A"", ""question"": ""What letter is on the black board placed on the second floor of the background?"", ""video_id"": ""-hgaSElC3wU""}",0.0,0.0,tie,route_224,route_224,0.97,"Requires reading a letter/sign on a board in the background, so higher spatial detail is needed.",,112,224,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs224_lb18_rs36/1_0.csv,"{""route"":""fs224"",""confidence"":0.97,""reason"":""Requires reading a letter/sign on a board in the background, so higher spatial detail is needed.""}"
20,question_choices,gpt-5.4-mini,-hgaSElC3wU,"Which movement does the cat, wearing a sparkling black suit, black bow tie, and tight pants, perform?","[""Split"", ""Moonwalk"", ""Twerk"", ""Krump""]",A,"{""choices"": ""[\""Split\"", \""Moonwalk\"", \""Twerk\"", \""Krump\""]"", ""correct_choice"": ""A"", ""question"": ""Which movement does the cat, wearing a sparkling black suit, black bow tie, and tight pants, perform?"", ""video_id"": ""-hgaSElC3wU""}",0.0,0.0,tie,route_224,route_224,0.86,"The question depends on identifying a specific performer and distinguishing a dance move from visual details, so higher spatial resolution is preferable.",,112,224,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs224_lb18_rs36/1_0.csv,"{""route"":""fs224"",""confidence"":0.86,""reason"":""The question depends on identifying a specific performer and distinguishing a dance move from visual details, so higher spatial resolution is preferable.""}"
21,question_choices,gpt-5.4-mini,16Z-XQh9jhk,"After the performance of TV headgear, what color are the lights in the next scene?","[""Blue"", ""Pink"", ""Red"", ""Write""]",C,"{""choices"": ""[\""Blue\"", \""Pink\"", \""Red\"", \""Write\""]"", ""correct_choice"": ""C"", ""question"": ""After the performance of TV headgear, what color are the lights in the next scene?"", ""video_id"": ""16Z-XQh9jhk""}",0.0,0.0,tie,route_112,route_112,0.84,"The question asks about what happens in the next scene after a performance, so temporal sequence and scene transition matter more than fine detail.",,112,112,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs224_lb18_rs36/1_0.csv,"{""route"":""fs112"",""confidence"":0.84,""reason"":""The question asks about what happens in the next scene after a performance, so temporal sequence and scene transition matter more than fine detail.""}"
22,question_choices,gpt-5.4-mini,16Z-XQh9jhk,How many colors are there in the background of rainbow decoration on the stage?,"[""Five colors"", ""Six colors"", ""Seven colors"", ""Four colors""]",B,"{""choices"": ""[\""Five colors\"", \""Six colors\"", \""Seven colors\"", \""Four colors\""]"", ""correct_choice"": ""B"", ""question"": ""How many colors are there in the background of rainbow decoration on the stage?"", ""video_id"": ""16Z-XQh9jhk""}",0.0,0.0,tie,route_224,route_224,0.86,"Needs counting colors in a visible decoration, which depends on finer spatial detail.",,112,224,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs224_lb18_rs36/1_0.csv,"{""route"":""fs224"",""confidence"":0.86,""reason"":""Needs counting colors in a visible decoration, which depends on finer spatial detail.""}"
23,question_choices,gpt-5.4-mini,16Z-XQh9jhk,How many microphones are there on the circular platform in the center of the stage?,"[""6"", ""2"", ""4"", ""3""]",B,"{""choices"": ""[\""6\"", \""2\"", \""4\"", \""3\""]"", ""correct_choice"": ""B"", ""question"": ""How many microphones are there on the circular platform in the center of the stage?"", ""video_id"": ""16Z-XQh9jhk""}",1.0,1.0,tie,route_224,route_224,0.86,Requires counting a small visual detail on the stage platform.,,112,224,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs224_lb18_rs36/1_0.csv,"{""route"":""fs224"",""confidence"":0.86,""reason"":""Requires counting a small visual detail on the stage platform.""}"
24,question_choices,gpt-5.4-mini,16Z-XQh9jhk,What are her earrings like?,"[""Black circle earrings"", ""White circle earrings"", ""Green circle earrings"", ""Red circle earrings""]",C,"{""choices"": ""[\""Black circle earrings\"", \""White circle earrings\"", \""Green circle earrings\"", \""Red circle earrings\""]"", ""correct_choice"": ""C"", ""question"": ""What are her earrings like?"", ""video_id"": ""16Z-XQh9jhk""}",0.0,1.0,route_224,route_224,route_224,0.96,Needs fine visual detail about small accessory color and shape.,,112,224,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs224_lb18_rs36/1_0.csv,"{""route"":""fs224"",""confidence"":0.96,""reason"":""Needs fine visual detail about small accessory color and shape.""}"
25,question_choices,gpt-5.4-mini,16Z-XQh9jhk,What are the dancers with pink ponytails wearing on their heads?,"[""White headgear"", ""Black hat"", ""White hat"", ""Black headgear""]",D,"{""choices"": ""[\""White headgear\"", \""Black hat\"", \""White hat\"", \""Black headgear\""]"", ""correct_choice"": ""D"", ""question"": ""What are the dancers with pink ponytails wearing on their heads?"", ""video_id"": ""16Z-XQh9jhk""}",0.0,0.0,tie,route_224,route_224,0.88,"The question asks about a specific clothing detail on people’s heads, which needs finer visual resolution.",,112,224,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs224_lb18_rs36/1_0.csv,"{""route"":""fs224"",""confidence"":0.88,""reason"":""The question asks about a specific clothing detail on people’s heads, which needs finer visual resolution.""}"
26,question_choices,gpt-5.4-mini,16Z-XQh9jhk,What balls did the dancers carry onto the stage?,"[""Football-style yoga ball"", ""Table tennis style yoga ball"", ""Volleyball style yoga ball"", ""Basketball-style yoga ball""]",D,"{""choices"": ""[\""Football-style yoga ball\"", \""Table tennis style yoga ball\"", \""Volleyball style yoga ball\"", \""Basketball-style yoga ball\""]"", ""correct_choice"": ""D"", ""question"": ""What balls did the dancers carry onto the stage?"", ""video_id"": ""16Z-XQh9jhk""}",1.0,1.0,tie,route_224,route_224,0.86,Needs fine visual identification of the balls’ appearance/style.,,112,224,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs224_lb18_rs36/1_0.csv,"{""route"":""fs224"",""confidence"":0.86,""reason"":""Needs fine visual identification of the balls’ appearance/style.""}"
27,question_choices,gpt-5.4-mini,16Z-XQh9jhk,What color did the female singer change the microphone halfway?,"[""Pink"", ""Black"", ""Red"", ""Yellow""]",C,"{""choices"": ""[\""Pink\"", \""Black\"", \""Red\"", \""Yellow\""]"", ""correct_choice"": ""C"", ""question"": ""What color did the female singer change the microphone halfway?"", ""video_id"": ""16Z-XQh9jhk""}",0.0,0.0,tie,route_224,route_224,0.86,Requires identifying a small visual detail (microphone color change) in the video.,,112,224,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs224_lb18_rs36/1_0.csv,"{""route"":""fs224"",""confidence"":0.86,""reason"":""Requires identifying a small visual detail (microphone color change) in the video.""}"
28,question_choices,gpt-5.4-mini,16Z-XQh9jhk,What color guitar is the female singer holding?,"[""Write"", ""Black"", ""Green"", ""Brown""]",A,"{""choices"": ""[\""Write\"", \""Black\"", \""Green\"", \""Brown\""]"", ""correct_choice"": ""A"", ""question"": ""What color guitar is the female singer holding?"", ""video_id"": ""16Z-XQh9jhk""}",0.0,0.0,tie,route_224,route_224,0.96,Needs fine visual detail about the guitar’s color.,,112,224,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs224_lb18_rs36/1_0.csv,"{""route"":""fs224"",""confidence"":0.96,""reason"":""Needs fine visual detail about the guitar’s color.""}"
29,question_choices,gpt-5.4-mini,16Z-XQh9jhk,What color has her wheat rack been changed to?,"[""Purple"", ""Black"", ""Red"", ""Golden""]",B,"{""choices"": ""[\""Purple\"", \""Black\"", \""Red\"", \""Golden\""]"", ""correct_choice"": ""B"", ""question"": ""What color has her wheat rack been changed to?"", ""video_id"": ""16Z-XQh9jhk""}",0.0,0.0,tie,route_224,route_224,0.86,"Asks about a specific color change of an object, which needs fine visual detail.",,112,224,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs224_lb18_rs36/1_0.csv,"{""route"":""fs224"",""confidence"":0.86,""reason"":""Asks about a specific color change of an object, which needs fine visual detail.""}"
30,question_choices,gpt-5.4-mini,16Z-XQh9jhk,What color is her floor microphone stand?,"[""Brown"", ""Red"", ""Pink"", ""Black""]",C,"{""choices"": ""[\""Brown\"", \""Red\"", \""Pink\"", \""Black\""]"", ""correct_choice"": ""C"", ""question"": ""What color is her floor microphone stand?"", ""video_id"": ""16Z-XQh9jhk""}",1.0,0.0,route_112,route_224,route_224,0.93,"Asks about the color of a specific object, which needs finer visual detail.",,112,224,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs224_lb18_rs36/1_0.csv,"{""route"":""fs224"",""confidence"":0.93,""reason"":""Asks about the color of a specific object, which needs finer visual detail.""}"
31,question_choices,gpt-5.4-mini,16Z-XQh9jhk,What color is the female singer's microphone?,"[""Golden"", ""Write"", ""Red"", ""Green""]",D,"{""choices"": ""[\""Golden\"", \""Write\"", \""Red\"", \""Green\""]"", ""correct_choice"": ""D"", ""question"": ""What color is the female singer's microphone?"", ""video_id"": ""16Z-XQh9jhk""}",1.0,1.0,tie,route_224,route_224,0.96,Needs fine visual detail about a small object’s color.,,112,224,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench/fs224_lb18_rs36/1_0.csv,"{""route"":""fs224"",""confidence"":0.96,""reason"":""Needs fine visual detail about a small object’s color.""}"
