example_index,input_mode,model,video_id,question,choices,correct_choice,key,acc112,acc224,gold_label,raw_pred_label,pred_label,confidence,reason,parse_error,default_fs,routed_fs,routed_acc,source_112,source_224,raw_response
13,question_choices,gpt-5.4-mini,1_plotQA/en_tv_1,"At the end of the video, what does the man in the black coat force the woman in the red coat to do?","[""Leave"", ""Withdraw money"", ""Sleep"", ""Go to see a man in white clothes""]",D,"{""choices"": ""[\""Leave\"", \""Withdraw money\"", \""Sleep\"", \""Go to see a man in white clothes\""]"", ""correct_choice"": ""D"", ""question"": ""At the end of the video, what does the man in the black coat force the woman in the red coat to do?"", ""video_id"": ""1_plotQA/en_tv_1""}",0.0,1.0,route_224,route_112,route_112,0.92,"Question asks about end-of-video action and interaction between people, so wider temporal coverage is more useful.",,224,112,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.92,""reason"":""Question asks about end-of-video action and interaction between people, so wider temporal coverage is more useful.""}"
14,question_choices,gpt-5.4-mini,1_plotQA/en_tv_10,"At the beginning of the video, what do the two men not find on the street?","[""Cell phone"", ""Vehicle"", ""Corpse"", ""Watch""]",D,"{""choices"": ""[\""Cell phone\"", \""Vehicle\"", \""Corpse\"", \""Watch\""]"", ""correct_choice"": ""D"", ""question"": ""At the beginning of the video, what do the two men not find on the street?"", ""video_id"": ""1_plotQA/en_tv_10""}",0.0,0.0,tie,route_112,route_112,0.91,The question asks about what happens at the beginning of the video and involves scene context rather than fine visual detail.,,224,112,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.91,""reason"":""The question asks about what happens at the beginning of the video and involves scene context rather than fine visual detail.""}"
15,question_choices,gpt-5.4-mini,1_plotQA/en_tv_10,"At the end of the video, what is the mood of the woman in the plaid shirt when she talks to the man with a scar on his face?","[""Excited"", ""Scared"", ""Excited"", ""Nervous""]",A,"{""choices"": ""[\""Excited\"", \""Scared\"", \""Excited\"", \""Nervous\""]"", ""correct_choice"": ""A"", ""question"": ""At the end of the video, what is the mood of the woman in the plaid shirt when she talks to the man with a scar on his face?"", ""video_id"": ""1_plotQA/en_tv_10""}",0.0,0.0,tie,route_112,route_112,0.86,"Asks about mood at the end of the video, so temporal context and final interaction matter more than fine visual detail.",,224,112,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.86,""reason"":""Asks about mood at the end of the video, so temporal context and final interaction matter more than fine visual detail.""}"
16,question_choices,gpt-5.4-mini,1_plotQA/en_tv_10,What is the woman in the plaid shirt watching inside the house?,"[""Book"", ""Surveillance video"", ""Movie"", ""Newspaper""]",B,"{""choices"": ""[\""Book\"", \""Surveillance video\"", \""Movie\"", \""Newspaper\""]"", ""correct_choice"": ""B"", ""question"": ""What is the woman in the plaid shirt watching inside the house?"", ""video_id"": ""1_plotQA/en_tv_10""}",1.0,1.0,tie,route_224,route_224,0.78,"The question asks what she is watching inside the house, likely requiring visual identification of a screen or content type.",,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.78,""reason"":""The question asks what she is watching inside the house, likely requiring visual identification of a screen or content type.""}"
17,question_choices,gpt-5.4-mini,1_plotQA/en_tv_11,Why are the woman in blue clothing and the man with a scar on his face surrounded by armed personnel?,"[""Because they had a fight"", ""Because they killed someone"", ""Because they triggered the alarm device"", ""Because they robbed""]",C,"{""choices"": ""[\""Because they had a fight\"", \""Because they killed someone\"", \""Because they triggered the alarm device\"", \""Because they robbed\""]"", ""correct_choice"": ""C"", ""question"": ""Why are the woman in blue clothing and the man with a scar on his face surrounded by armed personnel?"", ""video_id"": ""1_plotQA/en_tv_11""}",1.0,1.0,tie,route_112,route_112,0.86,"Needs broader temporal/contextual understanding of the scene and surrounding events, not fine visual detail.",,224,112,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.86,""reason"":""Needs broader temporal/contextual understanding of the scene and surrounding events, not fine visual detail.""}"
18,question_choices,gpt-5.4-mini,1_plotQA/en_tv_11,Why does the woman in blue clothing want to enter the house?,"[""To eat"", ""To sleep"", ""To play games"", ""To operate the computer device in the house""]",D,"{""choices"": ""[\""To eat\"", \""To sleep\"", \""To play games\"", \""To operate the computer device in the house\""]"", ""correct_choice"": ""D"", ""question"": ""Why does the woman in blue clothing want to enter the house?"", ""video_id"": ""1_plotQA/en_tv_11""}",1.0,1.0,tie,route_112,route_112,0.86,The question asks about the woman’s intent and likely depends on action/context over time rather than fine visual detail.,,224,112,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.86,""reason"":""The question asks about the woman’s intent and likely depends on action/context over time rather than fine visual detail.""}"
19,question_choices,gpt-5.4-mini,1_plotQA/en_tv_11,Why does the woman in leather clothing want to attract attention?,"[""To complete a mission"", ""For fun"", ""To help another woman sneak into the house"", ""Unintentionally""]",C,"{""choices"": ""[\""To complete a mission\"", \""For fun\"", \""To help another woman sneak into the house\"", \""Unintentionally\""]"", ""correct_choice"": ""C"", ""question"": ""Why does the woman in leather clothing want to attract attention?"", ""video_id"": ""1_plotQA/en_tv_11""}",1.0,1.0,tie,route_112,route_112,0.86,"This asks about narrative intent and event context rather than fine visual detail, so wider temporal coverage is more useful.",,224,112,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.86,""reason"":""This asks about narrative intent and event context rather than fine visual detail, so wider temporal coverage is more useful.""}"
20,question_choices,gpt-5.4-mini,1_plotQA/en_tv_12,What unexpected situation occurred at the rock climbing site?,"[""A sudden storm came"", ""The facilities of the rock climbing site had a technical fault"", ""The child fell off the rock"", ""The child started climbing alone""]",D,"{""choices"": ""[\""A sudden storm came\"", \""The facilities of the rock climbing site had a technical fault\"", \""The child fell off the rock\"", \""The child started climbing alone\""]"", ""correct_choice"": ""D"", ""question"": ""What unexpected situation occurred at the rock climbing site?"", ""video_id"": ""1_plotQA/en_tv_12""}",0.0,0.0,tie,route_112,route_112,0.86,"The question asks about an unexpected event at a climbing site, likely needing temporal context and event understanding rather than fine visual detail.",,224,112,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.86,""reason"":""The question asks about an unexpected event at a climbing site, likely needing temporal context and event understanding rather than fine visual detail.""}"
21,question_choices,gpt-5.4-mini,1_plotQA/en_tv_12,Who ran into the smoke-filled room and carried the girl out?,"[""Firefighter"", ""Police"", ""Passerby"", ""Teacher""]",A,"{""choices"": ""[\""Firefighter\"", \""Police\"", \""Passerby\"", \""Teacher\""]"", ""correct_choice"": ""A"", ""question"": ""Who ran into the smoke-filled room and carried the girl out?"", ""video_id"": ""1_plotQA/en_tv_12""}",1.0,1.0,tie,route_112,route_112,0.93,Requires understanding event sequence and identifying who performed the rescue action.,,224,112,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.93,""reason"":""Requires understanding event sequence and identifying who performed the rescue action.""}"
22,question_choices,gpt-5.4-mini,1_plotQA/en_tv_12,Why did the old man stop doing push-ups?,"[""He was preparing to do something else"", ""A man interrupted him"", ""A woman in purple interrupted him"", ""He felt physically exhausted""]",C,"{""choices"": ""[\""He was preparing to do something else\"", \""A man interrupted him\"", \""A woman in purple interrupted him\"", \""He felt physically exhausted\""]"", ""correct_choice"": ""C"", ""question"": ""Why did the old man stop doing push-ups?"", ""video_id"": ""1_plotQA/en_tv_12""}",0.0,0.0,tie,route_112,route_112,0.86,"Requires understanding the event sequence and interruption causing the stop, not fine visual detail.",,224,112,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.86,""reason"":""Requires understanding the event sequence and interruption causing the stop, not fine visual detail.""}"
23,question_choices,gpt-5.4-mini,1_plotQA/en_tv_13,What does the man in the checkered shirt get up to bring when people are eating?,"[""Bowl"", ""Cup"", ""Plate"", ""Spoon""]",B,"{""choices"": ""[\""Bowl\"", \""Cup\"", \""Plate\"", \""Spoon\""]"", ""correct_choice"": ""B"", ""question"": ""What does the man in the checkered shirt get up to bring when people are eating?"", ""video_id"": ""1_plotQA/en_tv_13""}",0.0,0.0,tie,route_224,route_224,0.78,"The question asks about a specific object the man brings, so finer visual detail is likely needed.",,224,224,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.78,""reason"":""The question asks about a specific object the man brings, so finer visual detail is likely needed.""}"
24,question_choices,gpt-5.4-mini,1_plotQA/en_tv_13,Where does the family of three finally stop after speeding on the road in their car?,"[""Park"", ""Parking lot"", ""Courtyard"", ""Square""]",B,"{""choices"": ""[\""Park\"", \""Parking lot\"", \""Courtyard\"", \""Square\""]"", ""correct_choice"": ""B"", ""question"": ""Where does the family of three finally stop after speeding on the road in their car?"", ""video_id"": ""1_plotQA/en_tv_13""}",1.0,1.0,tie,route_112,route_112,0.86,Needs temporal understanding of the car journey and final stopping location.,,224,112,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.86,""reason"":""Needs temporal understanding of the car journey and final stopping location.""}"
25,question_choices,gpt-5.4-mini,1_plotQA/en_tv_14,What color is the bag on the table when the man and woman are chatting in the room?,"[""Blue"", ""Yellow"", ""White"", ""Red""]",A,"{""choices"": ""[\""Blue\"", \""Yellow\"", \""White\"", \""Red\""]"", ""correct_choice"": ""A"", ""question"": ""What color is the bag on the table when the man and woman are chatting in the room?"", ""video_id"": ""1_plotQA/en_tv_14""}",1.0,1.0,tie,route_224,route_224,0.93,"Asks for the color of a specific object, requiring fine visual detail.",,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.93,""reason"":""Asks for the color of a specific object, requiring fine visual detail.""}"
26,question_choices,gpt-5.4-mini,1_plotQA/en_tv_14,What color is the coat of the woman walking in the prison corridor?,"[""Black"", ""Yellow"", ""Red"", ""White""]",A,"{""choices"": ""[\""Black\"", \""Yellow\"", \""Red\"", \""White\""]"", ""correct_choice"": ""A"", ""question"": ""What color is the coat of the woman walking in the prison corridor?"", ""video_id"": ""1_plotQA/en_tv_14""}",1.0,1.0,tie,route_224,route_224,0.93,Requires fine visual detail about clothing color.,,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.93,""reason"":""Requires fine visual detail about clothing color.""}"
27,question_choices,gpt-5.4-mini,1_plotQA/en_tv_14,What color is the man's shirt when two people are chatting in the room?,"[""White"", ""Black"", ""Red"", ""Yellow""]",B,"{""choices"": ""[\""White\"", \""Black\"", \""Red\"", \""Yellow\""]"", ""correct_choice"": ""B"", ""question"": ""What color is the man's shirt when two people are chatting in the room?"", ""video_id"": ""1_plotQA/en_tv_14""}",1.0,1.0,tie,route_224,route_224,0.86,"The question asks about a specific person's shirt color, which needs fine visual detail.",,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.86,""reason"":""The question asks about a specific person's shirt color, which needs fine visual detail.""}"
28,question_choices,gpt-5.4-mini,1_plotQA/en_tv_14,What is the expression of the girl when she leaves the prison?,"[""Joyful"", ""Neutral"", ""Angry"", ""Sad""]",C,"{""choices"": ""[\""Joyful\"", \""Neutral\"", \""Angry\"", \""Sad\""]"", ""correct_choice"": ""C"", ""question"": ""What is the expression of the girl when she leaves the prison?"", ""video_id"": ""1_plotQA/en_tv_14""}",0.0,0.0,tie,route_112,route_112,0.86,Needs temporal context around the moment she leaves the prison and her resulting expression.,,224,112,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.86,""reason"":""Needs temporal context around the moment she leaves the prison and her resulting expression.""}"
29,question_choices,gpt-5.4-mini,1_plotQA/en_tv_15,What color is the chair the man sits on in the scene where two men are chatting in the office?,"[""White"", ""Green"", ""Purple"", ""Black""]",A,"{""choices"": ""[\""White\"", \""Green\"", \""Purple\"", \""Black\""]"", ""correct_choice"": ""A"", ""question"": ""What color is the chair the man sits on in the scene where two men are chatting in the office?"", ""video_id"": ""1_plotQA/en_tv_15""}",1.0,1.0,tie,route_224,route_224,0.93,"Requires identifying a specific chair color, a fine visual detail.",,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.93,""reason"":""Requires identifying a specific chair color, a fine visual detail.""}"
