example_index,key,video_id,question,choices,task,correct_choice,pred112,pred224,acc112,acc224,gold_label,gate_column,gate_threshold,low_confidence_when,fs224_gate_value,fs224_low_confidence,fs112_fs224_agree,verifier,decision,pred_label,verifier_choice,verifier_confidence,verifier_reason,parse_error,default_fs,routed_fs,routed_acc,selective_oracle_fs,selective_oracle_acc,full_oracle_acc,source_112,source_224,raw_response
10,"{""choices"": ""[\""Land\"", \""Magma\"", \""Ocean\"", \""Space\""]"", ""correct_choice"": ""D"", ""question"": ""Where does the movie directed by Gary Rydstrom, Tom Johnson and Mark Ulano take place?"", ""video_id"": ""-WnyRMZqV1U""}",-WnyRMZqV1U,"Where does the movie directed by Gary Rydstrom, Tom Johnson and Mark Ulano take place?","[""Land"", ""Magma"", ""Ocean"", ""Space""]","event understanding, key information retrieval",D,A,C,0.0,0.0,tie,prob_margin,0.4,lt,0.035957545042037964,True,False,llm,llm_verifier_disagreement,route_112,X,0.61,"X has higher top1_prob and prob_margin, with slightly lower entropy, so it looks more confident overall.",,224,112,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.61,""reason"":""X has higher top1_prob and prob_margin, with slightly lower entropy, so it looks more confident overall.""}"
11,"{""choices"": ""[\""They are performers\"", \""They are the recipients of the award\"", \""They are presenters\"", \""They are troublemakers\""]"", ""correct_choice"": ""C"", ""question"": ""Who are the two people dressing as animals?"", ""video_id"": ""-WnyRMZqV1U""}",-WnyRMZqV1U,Who are the two people dressing as animals?,"[""They are performers"", ""They are the recipients of the award"", ""They are presenters"", ""They are troublemakers""]","event understanding, entity recognition, reasoning",C,A,A,0.0,0.0,tie,prob_margin,0.4,lt,0.15507039427757263,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,
12,"{""choices"": ""[\""Kyrie Irving\"", \""Brad Pitt\"", \""Tom Hanks\"", \""Leonardo DiCaprio\""]"", ""correct_choice"": ""C"", ""question"": ""Who is the first man in red?"", ""video_id"": ""-WnyRMZqV1U""}",-WnyRMZqV1U,Who is the first man in red?,"[""Kyrie Irving"", ""Brad Pitt"", ""Tom Hanks"", ""Leonardo DiCaprio""]",entity recognition,C,C,B,1.0,0.0,route_112,prob_margin,0.4,lt,0.1447354555130005,True,False,llm,llm_verifier_disagreement,route_112,X,0.89,"X has much stronger confidence signals: higher top1_prob, larger margin, and lower entropy than Y.",,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.89,""reason"":""X has much stronger confidence signals: higher top1_prob, larger margin, and lower entropy than Y.""}"
13,"{""choices"": ""[\""There is no such thing as status for cats\"", \""Its status is very high\"", \""Its status is very low\"", \""Its status is similar to theirs\""]"", ""correct_choice"": ""B"", ""question"": ""From how other cats treat the cat with the white cane, we can infer about its status?"", ""video_id"": ""-hgaSElC3wU""}",-hgaSElC3wU,"From how other cats treat the cat with the white cane, we can infer about its status?","[""There is no such thing as status for cats"", ""Its status is very high"", ""Its status is very low"", ""Its status is similar to theirs""]","reasoning, entity recognition",B,B,B,1.0,1.0,tie,prob_margin,0.4,lt,0.10555902123451233,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,
14,"{""choices"": ""[\""By reciting\"", \""By sleeping\"", \""By singing\"", \""By talking\""]"", ""correct_choice"": ""C"", ""question"": ""How do cats communicate their thoughts?"", ""video_id"": ""-hgaSElC3wU""}",-hgaSElC3wU,How do cats communicate their thoughts?,"[""By reciting"", ""By sleeping"", ""By singing"", ""By talking""]","event understanding, entity recognition",C,B,A,0.0,0.0,tie,prob_margin,0.4,lt,0.18593502044677734,True,False,llm,llm_verifier_disagreement,route_224,Y,0.61,"Y has higher top1_prob and a positive prob_margin, with slightly lower entropy.",,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.61,""reason"":""Y has higher top1_prob and a positive prob_margin, with slightly lower entropy.""}"
15,"{""choices"": ""[\""Blue\"", \""White\"", \""Black\"", \""Red\""]"", ""correct_choice"": ""B"", ""question"": ""What color skirts do cats holding white fans wear?"", ""video_id"": ""-hgaSElC3wU""}",-hgaSElC3wU,What color skirts do cats holding white fans wear?,"[""Blue"", ""White"", ""Black"", ""Red""]",entity recognition,B,B,B,1.0,1.0,tie,prob_margin,0.4,lt,0.1663435399532318,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,
16,"{""choices"": ""[\""Over under relay\"", \""Tag\"", \""Duck, duck, goose\"", \""Leapfrog\""]"", ""correct_choice"": ""D"", ""question"": ""What is the game the two children play with the two calico cats?"", ""video_id"": ""-hgaSElC3wU""}",-hgaSElC3wU,What is the game the two children play with the two calico cats?,"[""Over under relay"", ""Tag"", ""Duck, duck, goose"", ""Leapfrog""]","event understanding, reasoning, entity recognition",D,C,C,0.0,0.0,tie,prob_margin,0.4,lt,0.8645353130996227,False,True,llm,accept_fs224_high_confidence,route_224,,,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,
17,"{""choices"": ""[\""Sun\"", \""Earth\"", \""Moon\"", \""Mars\""]"", ""correct_choice"": ""C"", ""question"": ""What is the planet hanging on the stage background?"", ""video_id"": ""-hgaSElC3wU""}",-hgaSElC3wU,What is the planet hanging on the stage background?,"[""Sun"", ""Earth"", ""Moon"", ""Mars""]",entity recognition,C,C,C,1.0,1.0,tie,prob_margin,0.4,lt,0.8695188611745834,False,True,llm,accept_fs224_high_confidence,route_224,,,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,
18,"{""choices"": ""[\""Cowboy hat\"", \""Beret\"", \""Baseball cap\"", \""Top hat\""]"", ""correct_choice"": ""B"", ""question"": ""What kind of hat does the little boy wear?"", ""video_id"": ""-hgaSElC3wU""}",-hgaSElC3wU,What kind of hat does the little boy wear?,"[""Cowboy hat"", ""Beret"", ""Baseball cap"", ""Top hat""]",entity recognition,B,A,A,0.0,0.0,tie,prob_margin,0.4,lt,0.35881224274635315,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,
19,"{""choices"": ""[\""Matches\"", \""Poker\"", \""Fire\"", \""Stop\""]"", ""correct_choice"": ""A"", ""question"": ""What letter is on the black board placed on the second floor of the background?"", ""video_id"": ""-hgaSElC3wU""}",-hgaSElC3wU,What letter is on the black board placed on the second floor of the background?,"[""Matches"", ""Poker"", ""Fire"", ""Stop""]","key information retrieval, event understanding",A,D,D,0.0,0.0,tie,prob_margin,0.4,lt,0.35996638238430023,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,
20,"{""choices"": ""[\""Split\"", \""Moonwalk\"", \""Twerk\"", \""Krump\""]"", ""correct_choice"": ""A"", ""question"": ""Which movement does the cat, wearing a sparkling black suit, black bow tie, and tight pants, perform?"", ""video_id"": ""-hgaSElC3wU""}",-hgaSElC3wU,"Which movement does the cat, wearing a sparkling black suit, black bow tie, and tight pants, perform?","[""Split"", ""Moonwalk"", ""Twerk"", ""Krump""]",entity recognition,A,B,B,0.0,0.0,tie,prob_margin,0.4,lt,0.28822892904281616,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,
21,"{""choices"": ""[\""Blue\"", \""Pink\"", \""Red\"", \""Write\""]"", ""correct_choice"": ""C"", ""question"": ""After the performance of TV headgear, what color are the lights in the next scene?"", ""video_id"": ""16Z-XQh9jhk""}",16Z-XQh9jhk,"After the performance of TV headgear, what color are the lights in the next scene?","[""Blue"", ""Pink"", ""Red"", ""Write""]",event understanding,C,A,A,0.0,0.0,tie,prob_margin,0.4,lt,0.09777984023094177,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,
22,"{""choices"": ""[\""Five colors\"", \""Six colors\"", \""Seven colors\"", \""Four colors\""]"", ""correct_choice"": ""B"", ""question"": ""How many colors are there in the background of rainbow decoration on the stage?"", ""video_id"": ""16Z-XQh9jhk""}",16Z-XQh9jhk,How many colors are there in the background of rainbow decoration on the stage?,"[""Five colors"", ""Six colors"", ""Seven colors"", ""Four colors""]",entity recognition,B,C,C,0.0,0.0,tie,prob_margin,0.4,lt,0.9256870821118355,False,True,llm,accept_fs224_high_confidence,route_224,,,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,
23,"{""choices"": ""[\""6\"", \""2\"", \""4\"", \""3\""]"", ""correct_choice"": ""B"", ""question"": ""How many microphones are there on the circular platform in the center of the stage?"", ""video_id"": ""16Z-XQh9jhk""}",16Z-XQh9jhk,How many microphones are there on the circular platform in the center of the stage?,"[""6"", ""2"", ""4"", ""3""]",entity recognition,B,B,B,1.0,1.0,tie,prob_margin,0.4,lt,0.0528089702129364,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,
24,"{""choices"": ""[\""Black circle earrings\"", \""White circle earrings\"", \""Green circle earrings\"", \""Red circle earrings\""]"", ""correct_choice"": ""C"", ""question"": ""What are her earrings like?"", ""video_id"": ""16Z-XQh9jhk""}",16Z-XQh9jhk,What are her earrings like?,"[""Black circle earrings"", ""White circle earrings"", ""Green circle earrings"", ""Red circle earrings""]",entity recognition,C,C,C,1.0,1.0,tie,prob_margin,0.4,lt,0.9739324767142534,False,True,llm,accept_fs224_high_confidence,route_224,,,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,
25,"{""choices"": ""[\""White headgear\"", \""Black hat\"", \""White hat\"", \""Black headgear\""]"", ""correct_choice"": ""D"", ""question"": ""What are the dancers with pink ponytails wearing on their heads?"", ""video_id"": ""16Z-XQh9jhk""}",16Z-XQh9jhk,What are the dancers with pink ponytails wearing on their heads?,"[""White headgear"", ""Black hat"", ""White hat"", ""Black headgear""]",event understanding,D,A,A,0.0,0.0,tie,prob_margin,0.4,lt,0.04550778865814209,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,
26,"{""choices"": ""[\""Football-style yoga ball\"", \""Table tennis style yoga ball\"", \""Volleyball style yoga ball\"", \""Basketball-style yoga ball\""]"", ""correct_choice"": ""D"", ""question"": ""What balls did the dancers carry onto the stage?"", ""video_id"": ""16Z-XQh9jhk""}",16Z-XQh9jhk,What balls did the dancers carry onto the stage?,"[""Football-style yoga ball"", ""Table tennis style yoga ball"", ""Volleyball style yoga ball"", ""Basketball-style yoga ball""]",entity recognition,D,D,D,1.0,1.0,tie,prob_margin,0.4,lt,0.09330937266349792,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,
27,"{""choices"": ""[\""Pink\"", \""Black\"", \""Red\"", \""Yellow\""]"", ""correct_choice"": ""C"", ""question"": ""What color did the female singer change the microphone halfway?"", ""video_id"": ""16Z-XQh9jhk""}",16Z-XQh9jhk,What color did the female singer change the microphone halfway?,"[""Pink"", ""Black"", ""Red"", ""Yellow""]",entity recognition,C,A,A,0.0,0.0,tie,prob_margin,0.4,lt,0.712270975112915,False,True,llm,accept_fs224_high_confidence,route_224,,,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,
28,"{""choices"": ""[\""Write\"", \""Black\"", \""Green\"", \""Brown\""]"", ""correct_choice"": ""A"", ""question"": ""What color guitar is the female singer holding?"", ""video_id"": ""16Z-XQh9jhk""}",16Z-XQh9jhk,What color guitar is the female singer holding?,"[""Write"", ""Black"", ""Green"", ""Brown""]",entity recognition,A,C,C,0.0,0.0,tie,prob_margin,0.4,lt,0.5335820913314819,False,True,llm,accept_fs224_high_confidence,route_224,,,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,
29,"{""choices"": ""[\""Purple\"", \""Black\"", \""Red\"", \""Golden\""]"", ""correct_choice"": ""B"", ""question"": ""What color has her wheat rack been changed to?"", ""video_id"": ""16Z-XQh9jhk""}",16Z-XQh9jhk,What color has her wheat rack been changed to?,"[""Purple"", ""Black"", ""Red"", ""Golden""]",entity recognition,B,A,D,0.0,0.0,tie,prob_margin,0.4,lt,0.13885414600372314,True,False,llm,llm_verifier_disagreement,route_224,X,0.58,X has slightly higher top1 probability and a positive margin; Y has zero margin.,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.58,""reason"":""X has slightly higher top1 probability and a positive margin; Y has zero margin.""}"
30,"{""choices"": ""[\""Brown\"", \""Red\"", \""Pink\"", \""Black\""]"", ""correct_choice"": ""C"", ""question"": ""What color is her floor microphone stand?"", ""video_id"": ""16Z-XQh9jhk""}",16Z-XQh9jhk,What color is her floor microphone stand?,"[""Brown"", ""Red"", ""Pink"", ""Black""]",entity recognition,C,C,D,1.0,0.0,route_112,prob_margin,0.4,lt,0.17025497555732727,True,False,llm,llm_verifier_disagreement,route_112,X,0.62,"X has higher top1_prob, larger margin, and lower entropy than Y.",,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.62,""reason"":""X has higher top1_prob, larger margin, and lower entropy than Y.""}"
31,"{""choices"": ""[\""Golden\"", \""Write\"", \""Red\"", \""Green\""]"", ""correct_choice"": ""D"", ""question"": ""What color is the female singer's microphone?"", ""video_id"": ""16Z-XQh9jhk""}",16Z-XQh9jhk,What color is the female singer's microphone?,"[""Golden"", ""Write"", ""Red"", ""Green""]",entity recognition,D,D,D,1.0,1.0,tie,prob_margin,0.4,lt,0.6230266690254211,False,True,llm,accept_fs224_high_confidence,route_224,,,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,
