fold,input_mode,video_id,question,choices,task,gold_label,pred_label,pred_confidence,acc112,acc224,routed_acc
1,question_choices,20lTg3yUrO4,Where does the fire disaster happen?,"[""Dosumu"", ""Lagos Nigeria"", ""Emohua"", ""Abuja""]",event understanding,tie,route_224,0.5737698150141806,1.0,1.0,1.0
1,question_choices,20lTg3yUrO4,Which topic is right before the discussion of oil production?,"[""Ogbonnaya Onu dies at 72"", ""APC Primary Election"", ""Plateau IDPS"", ""Lagos Market Fire Aftermath""]","event understanding, key information retrieval",route_224,route_224,0.5689792221092514,0.0,1.0,1.0
1,question_choices,20lTg3yUrO4,"Which topic shows an old, black Volkswagen car?","[""APC Primary Election"", ""APC Primary Election"", ""Another Twist in River Politics"", ""Drug trafficking in Kogi State""]","event understanding, key information retrieval, entity recognition",tie,tie,0.5413236417681185,0.0,0.0,0.0
1,question_choices,20lTg3yUrO4,Who apologises to Nigerians?,"[""Former Governor of the Riverse State"", ""The mlitary leader of Riverse State"", ""Minster of Power"", ""The State's Political Leader""]",event understanding,tie,route_224,0.590846922726901,1.0,1.0,1.0
1,question_choices,20lTg3yUrO4,Who declares him as the State's political leader in the news related to River Politics?,"[""Sam Onos"", ""Abiola Oladapo"", ""Peter Odili"", ""Jimh Ibrahim""]",key information retrieval,route_224,route_224,0.5724356248730553,0.0,1.0,1.0
1,question_choices,20lTg3yUrO4,"Who is the man wearing a black hat with ""2024"" on it during the APC Primary Election?","[""Abiola Oladapo"", ""Sanwo-Olu"", ""Jimh Ibrahim"", ""Peter Odili""]","key information retrieval, entity recognition",tie,tie,0.502652117807146,0.0,0.0,0.0
1,question_choices,20lTg3yUrO4,Who is the producer of the video?,"[""The Channels Television"", ""BBC News"", ""Voice of America"", ""The Times""]","key information retrieval, entity recognition",tie,route_224,0.5557519166001765,1.0,1.0,1.0
1,question_choices,20lTg3yUrO4,"Who talks in front of a white building with green plants outside it, wearing an exotic hat?","[""Abiola Oladapo"", ""Mele Kyari"", ""Jimh Ibrahim"", ""Peter Odili""]","entity recognition, key information retrieval",tie,route_224,0.5960287484616494,0.0,0.0,0.0
1,question_choices,3_upA09AntU,"Given the vlog, is the restaurant profitable?","[""No loss, no profit"", ""I don't know"", ""No"", ""Yes""]",reasoning,tie,route_224,0.5690298086154565,1.0,1.0,1.0
1,question_choices,3_upA09AntU,How many times does the chef put condiments on broccoli?,"[""6"", ""5"", ""8"", ""7""]",entity recognition,tie,tie,0.5024504004686214,0.0,0.0,0.0
1,question_choices,3_upA09AntU,How many times does the chef wash his hands during the entire process?,"[""3"", ""2"", ""1"", ""4""]",event understanding,tie,route_112,0.6069806326581996,0.0,0.0,0.0
1,question_choices,3_upA09AntU,There are four containers on the left side of the table where the bills are placed. What are they used for?,"[""For cooking the dishes"", ""For cooling the sauce"", ""For heating the sauce"", ""For cleaning other containers""]",reasoning,route_224,tie,0.5483510141835949,0.0,1.0,0.0
1,question_choices,3_upA09AntU,What color of the sauce which is put on the dish that has pepper as its side?,"[""Green"", ""Orange"", ""Yellow"", ""Red""]",entity recognition,tie,tie,0.5096487214934944,1.0,1.0,1.0
1,question_choices,3_upA09AntU,What does the chef do after organizing the receipts?,"[""He fetchs a dish"", ""He tastes a dish"", ""He puts the dish on a plate"", ""He cooks a dish""]",event understanding,route_112,tie,0.5102588954337522,1.0,0.0,1.0
1,question_choices,3_upA09AntU,What does the chef write when he first writing on paper?,"[""Burger Good"", ""Burger Branding"", ""Burger Burger"", ""Burger Bad""]","key information retrieval, event understanding",tie,tie,0.500528796909512,0.0,0.0,0.0
1,question_choices,3_upA09AntU,What might be the number on the stove above the table next to the trash can?,"[""Countdown numbers"", ""Timing numbers"", ""Random numbers"", ""Clock numbers""]","reasoning, entity recognition",tie,route_224,0.5851826153506771,0.0,0.0,0.0
1,question_choices,3_upA09AntU,"When the action of scooping out fried food appears for the first time, what kind of food is scooped out?","[""Broccoli"", ""Fries"", ""Meat"", ""Hamburger""]",event understanding,tie,tie,0.5080170046167769,0.0,0.0,0.0
1,question_choices,3_upA09AntU,Which color of the sauce is mostly used?,"[""Green"", ""Red"", ""Orange"", ""Yellow""]","reasoning, entity recognition",tie,tie,0.515373595568874,1.0,1.0,1.0
1,question_choices,8NHmfpkxTSw,How many people have won the Nobel Prize in Chemistry?,"[""4"", ""1"", ""2"", ""3""]",key information retrieval,tie,route_224,0.6148553365593286,1.0,1.0,1.0
1,question_choices,8NHmfpkxTSw,How many tiers of seats are there behind the rostrum?,"[""4"", ""3"", ""5"", ""6""]",entity recognition,tie,tie,0.5243874778991225,0.0,0.0,0.0
1,question_choices,8NHmfpkxTSw,How many women are there in the first row on the right hand side of the host?,"[""4"", ""1"", ""2"", ""3""]",entity recognition,tie,tie,0.5442087205509516,0.0,0.0,0.0
1,question_choices,8NHmfpkxTSw,What color dress does the lady who sings bel canto wear?,"[""Brown dress skirt"", ""Black dress skirt"", ""White dress skirt"", ""Red dress skirt""]",entity recognition,route_112,route_112,0.5575924512805173,1.0,0.0,1.0
1,question_choices,8NHmfpkxTSw,What does the microphone use for the presenter?,"[""Two tabletop microphones"", ""A headset microphone"", ""A floor-standing microphone"", ""A handheld microphone""]",entity recognition,tie,tie,0.5403564459884109,0.0,0.0,0.0
1,question_choices,8NHmfpkxTSw,What happened after the 2020 and 2021 winners were introduced?,"[""Proceed directly to the award ceremony of the 2022 Nobel laureates"", ""The 2020 and 2021 winners exited and began to present awards to the 2022 winners"", ""Everyone looked at the paintings created by the Nobil Foundation for the winners"", ""Everyone listened to the songs written by the Nobil Foundation for the winners""]",event understanding,tie,tie,0.5438243493580067,0.0,0.0,0.0
1,question_choices,8NHmfpkxTSw,What is the format of the Nobel Peace Prize award?,"[""Awards were given via telephone connection"", ""Adopted the method of broadcasting and connecting awards"", ""Face-to-face awards were adopted"", ""The awards were presented via video link""]",event understanding,tie,route_224,0.5617369863111707,0.0,0.0,0.0
1,question_choices,8NHmfpkxTSw,What is the gender of the Nobel Prize winners in physics?,"[""Nobel Prize in Physics Winners Are Two Men"", ""Nobel Prize in Physics Winners Are Three Men"", ""The Nobel Prize in Physics has been won by one woman and two men"", ""Nobel Prize in Physics winners are three women""]",entity recognition,tie,route_224,0.5985431330663255,0.0,0.0,0.0
1,question_choices,8NHmfpkxTSw,What was the mood of the people at the scene most of the time?,"[""Heavy, silent"", ""Bored, not interested"", ""Excited, happy"", ""Reckless, aggressive""]",reasoning,tie,route_224,0.5849596516882173,0.0,0.0,0.0
1,question_choices,8NHmfpkxTSw,Where does the orchestra conductor stand?,"[""On the left side of the second floor, from the perspective of the camera view"", ""On the right side of the second floor, from the perspective of the camera view"", ""There was no command"", ""Right in the middle of the second floor""]",entity recognition,tie,route_224,0.5548186301210444,0.0,0.0,0.0
1,question_choices,8NHmfpkxTSw,Who is the green sculpture directly behind the stage?,"[""Friedrich Engels"", ""Karl Heinrich Marx"", ""Alfred Bernhard Nobel"", ""Michelangelo Buonarroti""]",entity recognition,tie,route_224,0.6280837042145709,1.0,1.0,1.0
1,question_choices,9tBsMSDoDqk,What card did the male judge draw?,"[""Spade 7"", ""Club 7"", ""Spade 9"", ""Club 9""]",key information retrieval,tie,tie,0.5426217897325183,1.0,1.0,1.0
1,question_choices,9tBsMSDoDqk,What does Mandy do after she stands in front of the judges' table?,"[""She had four judges find pages and text in a book and accurately recited all the content of the corresponding page"", ""She had four judges draw cards in advance and then magically produced the same cards on stage"", ""She had four judges draw cards in advance and then randomly find pages and text in a book, accurately reciting all the words on stage"", ""She had four judges draw cards and then accurately found text in the book that matched the cards""]",summarization,route_112,tie,0.5211093881301816,1.0,0.0,1.0
1,question_choices,9tBsMSDoDqk,What word is printed on each cup?,"[""SODAR"", ""SONG"", ""SONIC"", ""SUGAR""]",key information retrieval,tie,route_224,0.5661224257653792,1.0,1.0,1.0
1,question_choices,9tBsMSDoDqk,Why does Brynn Cummings' mother wipe away tears?,"[""Although the girl fails, she completes her performance and receives applause from the audience, she is deeply moved"", ""The girl becomes the first place, so she is very happy"", ""The girl fails, so she is very sad"", ""The girl completes her performance and receives applause from the audience, she is nervous and excited""]","reasoning, key information retrieval",tie,route_112,0.5561591572603477,0.0,0.0,0.0
1,question_choices,EwskdNETNx8,How many contestants can be seen playing the piano in the video?,"[""1"", ""4"", ""3"", ""2""]",entity recognition,tie,route_112,0.5753085648817368,0.0,0.0,0.0
1,question_choices,EwskdNETNx8,How many rings are the 12th contestant wearing on their hands?,"[""2"", ""0"", ""3"", ""1""]",entity recognition,tie,tie,0.5194268080351281,1.0,1.0,1.0
1,question_choices,EwskdNETNx8,In what order do the judges turn around when Adele sings?,"[""Three judges turn around. The order is Adam, Jenniffer, Kelly"", ""Three judges turn around. The order is Adam, Kelly, Jenniffer"", ""All of the judges turn around. The order is Adam, Blake, Jenniffer, Kelly"", ""All of the judges turn around. The order is Adam, Kelly, Jenniffer, Blake""]","summarization, key information retrieval",route_112,tie,0.5006824954549397,1.0,0.0,1.0
1,question_choices,EwskdNETNx8,What accessory is the second contestant wearing around his neck?,"[""Silver pendant"", ""Leather choker"", ""Gold chain"", ""Pearl necklace""]",entity recognition,tie,route_112,0.567924930054434,0.0,0.0,0.0
1,question_choices,EwskdNETNx8,What color are the lights on the coaches' chairs when they turn around?,"[""Red"", ""White"", ""Black"", ""Yellow""]",key information retrieval,tie,route_112,0.5678332053879563,0.0,0.0,0.0
1,question_choices,EwskdNETNx8,What color are the pants worn by the first contestant in the video?,"[""Pink"", ""Green"", ""Black"", ""White""]",entity recognition,tie,route_112,0.5678962481785359,1.0,1.0,1.0
1,question_choices,EwskdNETNx8,What instrument is the fifth contestant using during their performance?,"[""Piano"", ""Guitar"", ""Saxophone"", ""Drums""]",entity recognition,route_112,route_112,0.5692989329198967,1.0,0.0,1.0
1,question_choices,EwskdNETNx8,What is the name of the song sung by the third contestant?,"[""Creep"", ""Savage Love (Laxed – Siren Beat)"", ""Turning Tables"", ""Break My Heart Again""]","key information retrieval, event understanding",tie,route_224,0.6223469267038241,0.0,0.0,0.0
1,question_choices,EwskdNETNx8,What is the name of the tenth contestant displayed on the screen?,"[""Shanae Watson"", ""Sia"", ""Jason Jones"", ""Chandelier""]","key information retrieval, event understanding",tie,route_224,0.6192947992037394,1.0,1.0,1.0
1,question_choices,EwskdNETNx8,What type of song is the eighth contestant singing according to the refection of coaches?,"[""Rock"", ""Heavy metal"", ""Soft acoustic"", ""High-energy rhythmic""]",reasoning,tie,route_224,0.5563132691503634,1.0,1.0,1.0
1,question_choices,EwskdNETNx8,Who is the first coach to turn around during the third contestant's performance?,"[""The coach wearing the denim jacket"", ""The coach wearing the floral sweater"", ""The coach wearing the black jacket"", ""The coach wearing the pink dress""]",event understanding,route_112,route_112,0.583174282095271,1.0,0.0,1.0
1,question_choices,EwskdNETNx8,Who is the original singer of the song 'Anyone' that one of the contestants sings in the video?,"[""Justin Bieber"", ""Juan Geck"", ""Christina Aguilera"", ""Demi Lovato""]","key information retrieval, reasoning",tie,tie,0.5039401133637846,1.0,1.0,1.0
1,question_choices,JPPMz8fEml0,"Among the three vloggers, ___ has the most normal night.","[""Thomas"", ""No one"", ""Staffan"", ""Ammar""]",reasoning,route_112,tie,0.5153842513224999,1.0,0.0,1.0
1,question_choices,JPPMz8fEml0,How many vloggers find a place to live at night?,"[""1"", ""0"", ""2"", ""3""]","event understanding, entity recognition",route_112,tie,0.5433774095162691,1.0,0.0,1.0
1,question_choices,JPPMz8fEml0,How many vloggers find a place to live before sunset?,"[""0"", ""1"", ""2"", ""3""]",event understanding,tie,tie,0.5214481605117978,1.0,1.0,1.0
1,question_choices,JPPMz8fEml0,Thomas sleeps at ___ house.,"[""A stranger's"", ""His"", ""A friend's"", ""A stranger's friend's""]",reasoning,tie,tie,0.5370742872870216,0.0,0.0,0.0
1,question_choices,JPPMz8fEml0,What does Staffen choose when his host offers him some food?,"[""Some popcorn"", ""Some nuts"", ""An ice cream"", ""Nothing""]",event understanding,tie,tie,0.5315276999128924,0.0,0.0,0.0
1,question_choices,JPPMz8fEml0,What does Thomas do before sleeping?,"[""He has a bath"", ""He watches a film"", ""He goes to a party"", ""He chats with his roommates""]","event understanding, entity recognition",tie,tie,0.544864248804561,0.0,0.0,0.0
1,question_choices,JPPMz8fEml0,What is the attitudes of people living in Lebanon towards life?,"[""They think their life are meaningless"", ""They are happy about their life"", ""They are hopeless about their life"", ""They are angry about their life""]",reasoning,tie,tie,0.5155917005348484,0.0,0.0,0.0
1,question_choices,JPPMz8fEml0,What is the discount on the vlogger's merchandise?,"[""50% off"", ""30% off"", ""20% off"", ""40% off""]",key information retrieval,tie,route_224,0.553512131408853,1.0,1.0,1.0
1,question_choices,JPPMz8fEml0,What is the highest percentage of the country's respondents who experienced anger on the day previous to the survey?,"[""48%"", ""51%"", ""53%"", ""49%""]",key information retrieval,tie,tie,0.5335958251825319,0.0,0.0,0.0
1,question_choices,JPPMz8fEml0,Which country do the travelers choose?,"[""Isreal"", ""Afghanistan"", ""Palestine"", ""Lebanon""]",key information retrieval,tie,tie,0.5361544278193972,1.0,1.0,1.0
1,question_choices,JPPMz8fEml0,Who goes to a party at night?,"[""Ammar"", ""Staffan"", ""Ammar, Thomas, Staffan"", ""Thomas""]",key information retrieval,tie,route_224,0.5914274636644267,0.0,0.0,0.0
1,question_choices,JPPMz8fEml0,Who is Staffan's roommate?,"[""Christ"", ""Danny"", ""Ammar"", ""No roommate""]",entity recognition,tie,route_224,0.6175139971615141,0.0,0.0,0.0
1,question_choices,LLSJrEgOOtw,What appears on the screen at the very beginning of the vedio?,"[""The lake"", ""The mountain with green trees"", ""The prairie"", ""The snow mountain""]",entity recognition,tie,route_224,0.5972225105624108,1.0,1.0,1.0
1,question_choices,LLSJrEgOOtw,What does the man do first in the wooden carbin?,"[""Clean the wooden cabin"", ""Cook the meal"", ""Make the fire"", ""Decorate the wooden cabin with the fern""]",entity recognition,tie,tie,0.5197351275444704,0.0,0.0,0.0
1,question_choices,LLSJrEgOOtw,What does the woman do after the man putting the first black pot on the fire?,"[""She cuts up the firewood"", ""She cuts up the meat"", ""She cuts up the onion"", ""She cuts up tomato""]",event understanding,tie,route_112,0.5572110113750925,1.0,1.0,1.0
1,question_choices,LLSJrEgOOtw,What does the woman do first in the wooden carbin?,"[""Decorate the wooden cabin with the fern"", ""Make the fire"", ""Clean the wooden cabin"", ""Cook the meal""]",entity recognition,tie,tie,0.5283202950488228,0.0,0.0,0.0
1,question_choices,LLSJrEgOOtw,What is the weather like at the very beginning of the video?,"[""It snows"", ""It is a good day with bright sunshine"", ""It rains"", ""It is a bad day with strong wind""]",event understanding,tie,tie,0.5315849696829018,0.0,0.0,0.0
1,question_choices,LLSJrEgOOtw,What type is this vlog?,"[""The hiking in the country"", ""The cooking in the country"", ""The travel around the country"", ""The adventure in the country""]",event understanding,tie,tie,0.5165500087382723,1.0,1.0,1.0
1,question_choices,LLSJrEgOOtw,Which animal appears first in the video playing with the wood alone for the first time?,"[""The cow"", ""The dog"", ""The tiger"", ""The duck""]","event understanding, entity recognition",tie,tie,0.5313156545823035,1.0,1.0,1.0
1,question_choices,LLSJrEgOOtw,Why do they go to the wooden cabin?,"[""They go to the wooden cabin to find their son"", ""They go to the wooden cabin to cook"", ""They go to the wooden cabin to have a cup of tea"", ""They go to the wooden cabin to seek shelter from the rain""]",reasoning,tie,route_112,0.5561340038339382,1.0,1.0,1.0
1,question_choices,RbpKkvlHYTw,How does the vlogger get to Hannam?,"[""By plane"", ""By subway"", ""By train"", ""By car""]",event understanding,tie,tie,0.5135415696222001,0.0,0.0,0.0
1,question_choices,RbpKkvlHYTw,How many meals does the vlogger eat in Seoul?,"[""8"", ""6"", ""7"", ""5""]",event understanding,tie,route_112,0.5882380034206267,0.0,0.0,0.0
1,question_choices,RbpKkvlHYTw,How many time has the vlogger been to Seoul in this video?,"[""0"", ""2"", ""3"", ""1""]","key information retrieval, entity recognition",tie,tie,0.526079822505061,0.0,0.0,0.0
1,question_choices,RbpKkvlHYTw,What is the category of this video?,"[""A vlog of all kinds of food around Korea"", ""A vlog of travel around Korea"", ""A vlog of all kinds of food around Seoul"", ""A vlog of travel around Seoul""]",event understanding,tie,tie,0.5023319156336907,0.0,0.0,0.0
1,question_choices,RbpKkvlHYTw,What is the first food the vlogger eat?,"[""Budae-jjigae"", ""Hangover stew"", ""Oriental roast chicken"", ""Casseroles""]",entity recognition,tie,tie,0.538218757388367,0.0,0.0,0.0
1,question_choices,RbpKkvlHYTw,What is the vlogger's first meal in Hannam?,"[""Beggar's chicken"", ""Hangover stew"", ""Kiln-roasted chicken"", ""Oriental roast chicken""]",entity recognition,tie,tie,0.5191087371897468,0.0,0.0,0.0
1,question_choices,RbpKkvlHYTw,Where does the vlogger have his last meal in Korea?,"[""Incheon"", ""Busan"", ""Sokcho"", ""Seoul""]","key information retrieval, event understanding",tie,route_224,0.5708810335388003,0.0,0.0,0.0
1,question_choices,RbpKkvlHYTw,Where is the vlogger at when there is gondola above him?,"[""On a beach"", ""By the sea"", ""In a mountain"", ""At an amusement park""]","event understanding, entity recognition",tie,route_224,0.5852302463789514,0.0,0.0,0.0
1,question_choices,RbpKkvlHYTw,Where is the vlogger when it comes to day 6?,"[""Masan"", ""Seoul"", ""Muan"", ""Busan""]",key information retrieval,tie,tie,0.5351142672544023,1.0,1.0,1.0
1,question_choices,RbpKkvlHYTw,Which city does the vlogger first go to?,"[""Incheon"", ""Busan"", ""Yesan"", ""Seoul""]","key information retrieval, event understanding",route_112,route_224,0.5755807378835144,1.0,0.0,0.0
1,question_choices,RbpKkvlHYTw,Why does the vlogger do push-ups in hotel?,"[""He is in a push-up competition"", ""Hotel asks all guests to do so"", ""He eats too much food these days"", ""He is engaged in a workout""]",reasoning,tie,tie,0.5255349507339044,0.0,0.0,0.0
1,question_choices,YlQugR7KSKg,Do Nobel laureates in physiology or medicine wear suits?,"[""No, two wear kimonos"", ""No, one wears a suit, one wears a kimono"", ""Yes, two wear suits"", ""No, one wears a suit, one wears a dress""]","reasoning, entity recognition",tie,route_112,0.6039213249219832,0.0,0.0,0.0
1,question_choices,YlQugR7KSKg,How many Nobel Prizes in physiology or medicine have been awarded?,"[""1"", ""3"", ""2"", ""4""]",event understanding,tie,tie,0.5391610925350179,0.0,0.0,0.0
1,question_choices,YlQugR7KSKg,How many hosts have changed?,"[""7"", ""5"", ""6"", ""4""]","entity recognition, event understanding",tie,tie,0.5014892681048032,0.0,0.0,0.0
1,question_choices,YlQugR7KSKg,"How many women are there on the right side of the stage, from the perspective of the camera view?","[""5"", ""4"", ""6"", ""7""]",entity recognition,tie,route_224,0.5759800980663726,0.0,0.0,0.0
1,question_choices,YlQugR7KSKg,What clothes does the person who presides over the Nobel Prize in Chemistry wear?,"[""Black suit"", ""Red suit"", ""Long red dress"", ""Long black dress""]",entity recognition,tie,tie,0.5202424756414772,0.0,0.0,0.0
1,question_choices,YlQugR7KSKg,What color is the wall light around the stage?,"[""Red"", ""Blue"", ""Green"", ""Yellow""]",entity recognition,tie,tie,0.5216858461687279,1.0,1.0,1.0
1,question_choices,YlQugR7KSKg,What is the main color of the decoration design of the whole stage?,"[""Yellow and red"", ""Blue and red"", ""Yellow and blue"", ""Green and red""]",entity recognition,tie,tie,0.5362058291338425,1.0,1.0,1.0
1,question_choices,YlQugR7KSKg,Where is the podium located?,"[""Left side of the stage, from the perspective of people on the stage"", ""On the right side of the stage, from the perspective of people on the stage"", ""In the middle of the stage"", ""There is no rostrum""]","event understanding, reasoning",tie,route_224,0.6182001322673694,1.0,1.0,1.0
1,question_choices,YlQugR7KSKg,Which side of the stage was empty at the opening?,"[""Both first rows of left and right"", ""First row on the left"", ""Second row on the left"", ""There was no one""]",entity recognition,tie,tie,0.5236906587099983,0.0,0.0,0.0
1,question_choices,YlQugR7KSKg,Who leaves the venue first after the awards?,"[""Winners"", ""Compere"", ""Royalty"", ""Audience""]",entity recognition,tie,route_224,0.5725971536912137,0.0,0.0,0.0
1,question_choices,_T2Avd3tFHc,"After exiting the airport, what does the vlogger team do before seeking directions from an elder?","[""They visit different places, including a theater, the national museum, and a restaurant"", ""They eat at different places, including a restaurant, a local shop, and a gelato shop"", ""They eat at different places, including a restaurant, a local shop, and a coffee shop"", ""They visit different places, including a theater, the national museum, and an abandoned amusement park""]","summarization, event understanding",tie,route_112,0.5505329298872108,0.0,0.0,0.0
1,question_choices,_T2Avd3tFHc,"Compared to most other amusement parks, the one the vlogger team visits in the afternoon on the first day is ___.","[""Not well maintained"", ""Not as well functioning"", ""Smaller"", ""More modern""]",reasoning,tie,tie,0.5184054875851007,0.0,0.0,0.0
1,question_choices,_T2Avd3tFHc,How many kinds of desserts do the vlogger team and Mikhail have on the third day?,"[""0"", ""2"", ""1"", ""3""]","event understanding, entity recognition",tie,route_224,0.5639700491723243,0.0,0.0,0.0
1,question_choices,_T2Avd3tFHc,"How many people, including the vlogger himself, have lunch together on the first day?","[""Six"", ""Three"", ""Five"", ""Eight""]","event understanding, entity recognition",tie,route_224,0.558221786954555,0.0,0.0,0.0
1,question_choices,_T2Avd3tFHc,Mikhail has a broken ___.,"[""Left hand"", ""Right leg"", ""Right hand"", ""Left leg""]",entity recognition,tie,tie,0.5027290653723682,0.0,0.0,0.0
1,question_choices,_T2Avd3tFHc,On which day does one of the vlogger team members ring a bell?,"[""First"", ""Fourth"", ""Third"", ""Second""]","entity recognition, event understanding",tie,tie,0.5063702304273053,0.0,0.0,0.0
1,question_choices,_T2Avd3tFHc,What color of clothes does Mikhail wear on the first day?,"[""Black"", ""Pink"", ""Yellow"", ""Green""]",entity recognition,tie,tie,0.5142810171177334,0.0,0.0,0.0
1,question_choices,_T2Avd3tFHc,What color of shirts does the vlogger team wear on the second day evening event?,"[""Pink"", ""Black"", ""Brown"", ""White""]","entity recognition, event understanding",route_112,route_112,0.6354532327378192,1.0,0.0,1.0
1,question_choices,_T2Avd3tFHc,What does the vlogger team do before going to a tailer store?,"[""They go for fishing"", ""They go for shopping"", ""They go for swimming"", ""They go for finding food""]",event understanding,tie,route_112,0.621084833626889,0.0,0.0,0.0
1,question_choices,_T2Avd3tFHc,What is the destination of the trip?,"[""Romania"", ""Croatia"", ""Albania"", ""Moldova""]",event understanding,tie,tie,0.5017472153401984,1.0,1.0,1.0
1,question_choices,_T2Avd3tFHc,What is the first place the elder goes with the vlogger team?,"[""His home"", ""A bar"", ""An amusement park"", ""A church""]",event understanding,tie,tie,0.5201371534057969,0.0,0.0,0.0
1,question_choices,_T2Avd3tFHc,What is the name of the elder who joins the vlogger on their travel?,"[""Mikhail"", ""Staffan"", ""Eric"", ""Nathan""]","entity recognition, key information retrieval",route_112,route_224,0.5618931911770308,1.0,0.0,0.0
1,question_choices,_T2Avd3tFHc,Where do the vlogger team members invite Mikhail on the first night?,"[""They invite Mikhail to the pub"", ""They invite Mikhail to the park"", ""They invite Mikhail to the swimming pool"", ""They invite Mikhail to the hotel""]","reasoning, event understanding",route_112,route_112,0.6077918124055862,1.0,0.0,1.0
1,question_choices,_T2Avd3tFHc,Who have quarrel with a grey T-shirt elder in the Monastery?,"[""Eric"", ""Mikhail"", ""Matt, Eric, and Mikhail"", ""Matt""]",entity recognition,tie,tie,0.5431872329642636,0.0,0.0,0.0
1,question_choices,hROKtPqktO8,"After the vlogger sees a dog with an advertisement from the company named Smitten, camera changes to the scene with ___.","[""Sea, rocks and mountain"", ""Sea, beach and mountain"", ""Sea, beach and trees"", ""Sea, rocks and trees""]","event understanding, entity recognition",tie,tie,0.5403071647159011,1.0,1.0,1.0
